Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
BONAMONE,WOURI,DOUALA IV,LITTORAL,54839,47133,4.1047,9.5461,2025
BONAMBASSI,WOURI,BONALÃ©A,LITTORAL,54115,0,4.3155,9.8392,2025
BINDANANG,HAUT-NYONG,ABONG-MBANG,EST,32193,2189,4.01667,13.25,2025
ABA,LOM-ET-DJEREM,BÃ©TARÃ©-OYA,EST,34542,0,5.6,14.05,2025
BIYOUKA,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,2688,2.78333,10.93333,2025
ABANG,VALLEE-DU-NTEM,MA'AN,SUD,94617,381,2.43333,10.71667,2025
NKOUMEKEKE,VALLEE-DU-NTEM,AMBAM,SUD,94151,1316,2.36667,11.26667,2025
YEM,NYONG-ET-SO,ENDOM,CENTRE,21661,583,3.3,12.1,2025
YAPERE,MAYO-LOUTI,GUIDER,NORD,63639,3382,10.00532,13.83916,2025
BAKSA,MAYO-LOUTI,BIBEMI,NORD,63256,162,9.374,14.2223,2025
GOULONG FALI,MAYO-LOUTI,GUIDER,NORD,63639,3382,10.03214,13.88086,2025
OURO MODIBO,BENOUE,BASCHÃ©O,NORD,61175,0,9.7,13.26667,2025
NSENGOU,VALLEE-DU-NTEM,MA'AN,SUD,94617,381,2.2,10.58333,2025
MAMEBILI,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.9,11.81667,2025
MEBEM,MVILA,EBOLOWA I,SUD,92454,2688,2.98333,10.95,2025
TCHINKOLA-LESDI,FARO,BÃ©KA,NORD,62173,0,8.55792,12.47142,2025
REYNA,MAYO-REY,REY-BOUBA,NORD,64776,1813,8.3871,14.3069,2025
BERE,FARO,POLI,NORD,62616,655,8.39156,13.21838,2025
MARKANDAY,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,655,10.81875,13.841,2025
DJIGUIMI,MAYO-KANI,MOUTOURWA,EXTREME-NORD,44982,1256,10.24063,14.12168,2025
TCHAKAKOSSEHONE,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2114,10.62268,13.90148,2025
BEDEM,MAYO-SAVA,PÃ©TTÃ©,EXTREME-NORD,45686,0,10.99573,14.41547,2025
ZAWADA,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.85785,14.00549,2025
AMASADEK,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,786,12.45138,14.31659,2025
LAWANHELO,MAYO-SAVA,PÃ©TTÃ©,EXTREME-NORD,45686,0,11.04391,14.43165,2025
MENGOU,NYONG-ET-MFOUMOU,MENGANG,CENTRE,29473,620,3.9,12.13333,2025
MBANG,NYONG-ET-MFOUMOU,AYOS,CENTRE,29674,779,4.05,12.56667,2025
ZOMO,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.51667,11.85,2025
MEKAA,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,2688,2.88333,10.93333,2025
BOUDJOUMA,MAYO-LOUTI,BOURHA,NORD,63397,2312,10.10494,13.31852,2025
PENE,BENOUE,PITOA,NORD,61233,2036,9.59346,13.59233,2025
ILOU,FARO,TOUROUA,NORD,62854,1355,8.64638,13.05288,2025
DOFE,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,7.95,14.41667,2025
DAGUENE,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,750,12.23632,14.75224,2025
POUGHANA,MAYO-DANAY,GUÃ©RÃ©,EXTREME-NORD,43622,0,10.14425,15.38977,2025
MECHTOK,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.79892,13.97192,2025
GOUONGOUANA,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,2371,10.29751,13.65131,2025
ADJAIN,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.08333,14.93333,2025
MARAFIL,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,750,12.37437,14.71607,2025
OUADAZEKDA,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,3173,10.76034,13.79403,2025
VARA,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.78089,13.91686,2025
BOSGOY,MAYO-DANAY,GUÃ©RÃ©,EXTREME-NORD,43622,0,10.03664,15.22495,2025
LISSENIE,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,786,12.51412,14.3687,2025
MINKOA,LEKIE,LOBO,CENTRE,22859,682,3.95,11.3,2025
NGOLEBOMON,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,305,4.11667,12.33333,2025
MINDONG,MEFOU-ET-AKONO,BIKOK,CENTRE,26249,1065,3.53333,11.41667,2025
NDONGONG I,SANAGA-MARITIME,NGWEI,LITTORAL,53997,955,3.75,10.38333,2025
MVAN,MFOUNDI,YAOUNDÃ© IV,CENTRE,27242,0,3.81667,11.51667,2025
NKOLOBOUDOU,NYONG-ET-MFOUMOU,AYOS,CENTRE,29674,779,4.16667,12.61667,2025
AWAE,NYONG-ET-SO,MFOU,CENTRE,21192,1705,3.58333,11.6,2025
LINDONG,LEKIE,MONATÃ©LÃ©,CENTRE,22121,0,4.31667,11.28333,2025
DINK,MBAM-ET-INOUBOU,KON-YAMBETTA,CENTRE,23569,2181,4.81667,11.15,2025
MINGEME,MEFOU-ET-AFAMBA,ESSE,CENTRE,25657,1027,4.08333,11.93333,2025
NGAMBA,HAUTE-SANAGA,NSEM,CENTRE,21565,593,4.93333,13.0,2025
MBOUMA,DJA-ET-LOBO,DJOUM,SUD,91262,743,2.73333,13.08333,2025
NKONG,DJA-ET-LOBO,DJOUM,SUD,91262,743,2.75,12.6,2025
ZAMINKAN,VALLEE-DU-NTEM,KYÃ©-OSSI,SUD,94583,0,2.35,11.25,2025
BEACH,NDIAN,EKONDO-TITI,SUD-OUEST,16318,3850,4.6595,8.956,2025
EKONA LELU,FAKO,MUYUKA,SUD-OUEST,11117,5950,4.2715,9.3015,2025
BALI-BAGAM,BAMBOUTOS,MBOUDA,OUEST,81756,2359,5.71667,10.26667,2025
TCHO,MIFI,BAFOUSSAM III,OUEST,86392,4063,5.49421,10.30076,2025
BABOU' I,NDE,BANGANGTÃ©,OUEST,87191,0,5.09597,10.59042,2025
MILA,MENOUA,PENKA-MICHEL,OUEST,85957,1289,5.42875,10.21754,2025
MEZABA,MENOUA,FOKOUÃ©,OUEST,85434,0,5.41924,10.13717,2025
NGOUO,MENOUA,BATCHAM,OUEST,85293,1269,5.53279,10.18897,2025
MENGOUE,NOUN,MALENTOUEN,OUEST,88726,4600,5.56776,10.99045,2025
NKOUONJA,NOUN,FOUMBAN,OUEST,88358,1984,5.55157,10.95946,2025
TOUNISI,KOUNG-KHI,DEMDING,OUEST,84428,0,5.37341,10.50547,2025
META,BAMBOUTOS,BABADJOU,OUEST,81138,1555,5.72289,10.21922,2025
KARA,MAYO-LOUTI,GUIDER,NORD,63639,3382,9.67437,13.94446,2025
DOUKA NOTCHA,FARO,POLI,NORD,62616,655,8.56352,13.04842,2025
OURO BORO,BENOUE,TOUROUA,NORD,61454,1355,9.05,12.88333,2025
WONGUI,FARO,TOUROUA,NORD,62854,1355,8.91667,12.8,2025
MAYEL SANGUE,MAYO-REY,REY-BOUBA,NORD,64776,1813,9.0117,14.4139,2025
BIGAOLAREY,MAYO-REY,MADINGRING,NORD,64455,2028,8.34962,14.85656,2025
MOUGOULOUNGA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.08165,13.36188,2025
TENKORI,MAYO-REY,TOUBORO,NORD,64967,2661,7.36667,14.73333,2025
KAZARAO,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.24436,14.43565,2025
JANKOUA,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.55232,13.67781,2025
DILDIL HAMADIE,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.59135,14.31217,2025
GANE TCHARI,MAYO-SAVA,MORA,EXTREME-NORD,45467,5456,11.13761,14.2239,2025
GAZEIL,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,893,10.42277,13.88424,2025
ABOU YAKOUBA,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.41215,14.45361,2025
AKOM,MFOUNDI,NKOLAFAMBA,CENTRE,27559,664,3.75,11.71667,2025
ABAM,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,305,4.15,12.33333,2025
EKOK II,MFOUNDI,MFOU,CENTRE,27492,1705,3.7,11.58333,2025
GENTSING I,MBAM-ET-INOUBOU,OMBESSA,CENTRE,23437,2245,4.65,11.35,2025
ONANGONA,MEFOU-ET-AKONO,BIKOK,CENTRE,26249,1065,3.5,11.41667,2025
MAYO DARLE,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.46667,11.55,2025
ADAMOU,MAYO-BANYO,BANYO,ADAMAOUA,13212,4317,6.48333,11.96667,2025
MAOUR,DJEREM,TABATI,ADAMAOUA,11554,0,6.51761,12.70615,2025
DJAM TARI,FARO-ET-DEO,MAYO-BALÃ©O,ADAMAOUA,12447,0,7.71667,12.25,2025
BAINA,MBERE,DJOHONG,ADAMAOUA,14488,674,7.06667,14.96667,2025
MONYANGE,NDIAN,EKONDO-TITI,SUD-OUEST,16318,3850,4.7522,8.9975,2025
MALOUM,MIFI,GALIM,OUEST,86577,1898,5.66198,10.44753,2025
MELANG MEFOU,HAUTS-PLATEAUX,PETE-BANDJOUN,OUEST,83991,0,5.37832,10.38505,2025
META I,MENOUA,PENKA-MICHEL,OUEST,85957,1289,5.49667,10.22824,2025
NKOUFEN,NOUN,FOUMBAN,OUEST,88358,1984,5.64337,10.90321,2025
TITAM,MEZAM,BAMENDA II,NORD-OUEST,75442,0,5.93656,10.09185,2025
SARBALE,DJEREM,MARTAP,ADAMAOUA,11396,1991,6.98333,12.95,2025
LAMAN,MAYO-BANYO,BANYO,ADAMAOUA,13212,4317,6.91667,11.88333,2025
LAORE DE FALKOUMRE,FARO-ET-DEO,TIGNÃ¨RE,ADAMAOUA,12592,0,7.31667,12.6,2025
TAVA,MANYU,AKWAYA,SUD-OUEST,14129,1865,6.1009,9.5161,2025
NYEN,LEBIALEM,WABANE,SUD-OUEST,13219,2951,5.7445,9.9503,2025
BEME,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,898,5.1483,9.6305,2025
LATIOUPOU,MENOUA,DSCHANG,OUEST,85334,2842,5.42698,10.02699,2025
MELA',MENOUA,DSCHANG,OUEST,85334,2842,5.46169,10.06436,2025
HWA,KOUNG-KHI,PETE-BANDJOUN,OUEST,84691,0,5.37531,10.43035,2025
DJEUNKONG,HAUTS-PLATEAUX,BANGOU,OUEST,83512,898,5.19624,10.35808,2025
BASSINTE,MIFI,BAFOUSSAM II,OUEST,86271,15659,5.52091,10.45438,2025
NKOUMBAM,NGO-KETUNJIA,BANGOURAIN,NORD-OUEST,77369,1696,5.8596,10.73252,2025
MVETCHWET,NDE,BAZOU,OUEST,87421,670,5.12748,10.48781,2025
KUNJANG,MENCHUM,ZHOA,NORD-OUEST,74558,0,6.66667,10.1,2025
ATANGA,MOMO,BATIBO,NORD-OUEST,76579,2203,5.8108,9.8793,2025
BECHEBAT,MOMO,MBENGWI,NORD-OUEST,76726,2973,6.1038,9.96664,2025
ABOU,SANAGA-MARITIME,ÃDÃ©A I,LITTORAL,53346,0,3.61667,10.11667,2025
BAGOLOUL,NYONG-ET-MFOUMOU,DOUMAINTANG,CENTRE,29848,941,4.06667,13.11667,2025
LE,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.81667,12.76667,2025
YANGUI,LOM-ET-DJEREM,MANDJOU,EST,34917,8070,4.91667,13.83333,2025
MENOAK,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.7,12.73333,2025
MOYA,NDE,NDOBIAN,OUEST,87917,0,4.96667,10.36667,2025
LEBE,WOURI,DOUALA IV,LITTORAL,54839,47133,4.0969,9.6508,2025
NTONGE,NKAM,NKONDJOCK,LITTORAL,52432,3441,4.76667,10.2,2025
TENGDE,WOURI,DOUALA VI,LITTORAL,54163,743,3.94593,9.44835,2025
GRIBI,KADEI,GARI-GOMBO,EST,33692,0,3.71667,15.13333,2025
ELANDJO,HAUT-NYONG,SOMALOMO,EST,32289,289,3.3,13.1,2025
KAGNOL,DJA-ET-LOBO,SOMALOMO,SUD,91989,282,3.33333,12.83333,2025
NKENGOU,NOUN,KOUTABA,OUEST,88592,1237,5.77242,10.76953,2025
KOU,MIFI,BAFOUSSAM I,OUEST,86197,9766,5.54866,10.54603,2025
FOZOU,NDE,BAZOU,OUEST,87421,670,5.12267,10.45146,2025
FONGOTAFO,MENOUA,SANTCHOU,OUEST,85187,0,5.3553,9.9293,2025
FOMBE,MIFI,BAFOUSSAM III,OUEST,86392,4063,5.4672,10.3279,2025
FURU,MENCHUM,FURU-AWA,NORD-OUEST,74377,2305,6.86667,10.03333,2025
FOYANGUEM,LEBIALEM,FONGO-TONGO,SUD-OUEST,13663,0,5.5183,10.01585,2025
NGOTI,WOURI,DOUALA IV,LITTORAL,54839,47133,4.0098,9.5745,2025
NKAMBA,SANAGA-MARITIME,DOUALA VI,LITTORAL,53363,743,3.74167,9.65889,2025
NDEMBO,KADEI,BERTOUA II,EST,33362,21958,4.55,13.85,2025
MEKOMO,MVILA,EBOLOWA II,SUD,92529,2702,2.63333,11.36667,2025
MEKOA,OCEAN,EFOULAN,SUD,93513,1503,2.96667,10.71667,2025
ABANG,MVILA,MVANGAN,SUD,92112,608,2.46667,11.65,2025
NKOLAFENDEK,DJA-ET-LOBO,MEYOMESSI,SUD,91463,1269,2.76667,12.51667,2025
ESAM,DJA-ET-LOBO,OVENG,SUD,91725,411,2.41667,12.28333,2025
NKONGMAKAK,NYONG-ET-SO,MEYOMESSALA,CENTRE,21942,724,3.2,12.13333,2025
MVIENG,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,2688,2.81667,10.95,2025
WOURO BAD'I,BENOUE,LAGDO,NORD,61857,401,8.7753,13.5953,2025
KILA MANKAO,FARO,POLI,NORD,62616,655,7.83333,12.98333,2025
OURO BAYANE,BENOUE,BIBEMI,NORD,61256,162,9.2469,14.0224,2025
MBILLA,BENOUE,MAYO-HOURNA,NORD,61988,0,9.48298,13.02975,2025
SOU,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,750,12.2,14.71667,2025
KOUTCHERE,MAYO-SAVA,KOZA,EXTREME-NORD,45214,655,10.88172,13.93693,2025
KAY KAY MOUSGOM,DIAMARE,MAGA,EXTREME-NORD,41499,2543,10.84156,14.82434,2025
DIR IRLAGARE,MAYO-KANI,MINDIF,EXTREME-NORD,44758,2780,10.32763,14.46371,2025
SIRAKOUTI,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.53867,13.67024,2025
DJOKOYDI,MAYO-DANAY,YAGOUA,EXTREME-NORD,43642,9351,10.35138,15.28517,2025
DOLE,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.71234,14.36744,2025
LDINLA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.00091,13.79069,2025
HOMAKA,MAYO-SAVA,MORA,EXTREME-NORD,45467,5456,10.98933,14.23291,2025
ZELEVET,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.00512,13.80144,2025
GABAGAWOL,MAYO-KANI,DARGALA,EXTREME-NORD,44119,1123,10.50479,14.65702,2025
MANPAR,MAYO-LOUTI,MOUTOURWA,NORD,63982,1225,10.11225,14.11708,2025
LDAKA,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.55587,13.68293,2025
NKOMASSI,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,305,4.13333,12.21667,2025
OMGBANGDOUMA,HAUTE-SANAGA,NKOTENG,CENTRE,21489,536,4.53333,12.28333,2025
EBEKOE,MFOUNDI,YAOUNDÃ© III,CENTRE,27115,0,3.68333,11.48333,2025
NKOTABEL,LEKIE,EVODOULA,CENTRE,22785,1152,4.13333,11.21667,2025
NDAMEKA,HAUTE-SANAGA,NKOTENG,CENTRE,21489,536,4.63333,12.15,2025
MVONG,MVILA,BIWONG-BULU,SUD,92384,854,2.75,11.68333,2025
NKO,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,669,3.08333,12.31667,2025
ERQUE,FARO,TOUROUA,NORD,62854,1355,8.85,12.88333,2025
MBADJI,FARO,MBÃ©,NORD,62446,0,8.21667,13.55,2025
NIAMBARAN,FARO,MBÃ©,NORD,62446,0,7.63333,13.16667,2025
NAKONG,BENOUE,GAROUA I,NORD,61565,14597,9.30973,13.25516,2025
MOGOUMBA,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.76699,13.99019,2025
GOULOF ATIKOU,DIAMARE,BOGO,EXTREME-NORD,41171,3075,10.85493,14.73099,2025
DRO,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.27321,14.90265,2025
DANGA DANGA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.04299,13.96321,2025
GAVIANG,MAYO-KANI,MAROUA I,EXTREME-NORD,44626,11928,10.37549,14.28862,2025
ALAPITARI,MAYO-SAVA,WAZA,EXTREME-NORD,45943,1091,11.40639,14.5675,2025
NGONJAOUAR,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,3173,10.52137,13.90606,2025
DOUGOUMSILIO II,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.59598,14.36949,2025
ONDONDO II,LEKIE,BATCHENGA,CENTRE,22164,0,4.31667,11.6,2025
AKAK,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,583,3.36667,12.18333,2025
ADJAP,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,583,3.38333,12.1,2025
ADJAP,MVILA,BIWONG-BULU,SUD,92384,854,2.66667,11.65,2025
MEKOK,MVILA,BIWONG-BULU,SUD,92384,854,2.58333,11.46667,2025
ONGOLZOK,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,387,3.5,12.35,2025
HUNYAMPE,KUPE-MANENGUBA,MENJI,SUD-OUEST,12555,0,5.3266,9.76535,2025
EYANG NTUI,MANYU,MAMFE,SUD-OUEST,14357,0,5.7687,9.4072,2025
METAP,BAMBOUTOS,MBOUDA,OUEST,81756,2359,5.64824,10.23883,2025
TCHINLA,BAMBOUTOS,BABADJOU,OUEST,81138,1555,5.68108,10.24188,2025
MANKI II,NOUN,NJIMOM,OUEST,88156,2444,5.85,11.1,2025
SINTE,MENOUA,DSCHANG,OUEST,85334,2842,5.46355,10.0464,2025
MAYO GALKE,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.3976,14.2341,2025
BADJARI,MAYO-REY,REY-BOUBA,NORD,64776,1813,8.9072,14.264,2025
OURO ARDO-BAN,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.86667,13.4,2025
NDIKI,MAYO-REY,MADINGRING,NORD,64455,2028,7.9334,15.2295,2025
BERE,BENOUE,REY-BOUBA,NORD,61376,1813,9.0155,14.2283,2025
BATE,FARO,NGONG,NORD,62567,0,8.57222,13.12833,2025
MAZAY,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,655,10.87919,13.83085,2025
LOUGUERE KONDON,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,598,10.4771,13.82506,2025
MARVAK,DIAMARE,BOGO,EXTREME-NORD,41171,3075,10.73,14.76831,2025
GOUNDEY,MAYO-KANI,DZIGUILAO,EXTREME-NORD,44241,0,10.02735,14.69969,2025
OUDJAOUROUBARKI,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,598,10.4549,13.84356,2025
MOUSSOURFOUK,MAYO-KANI,MOUTOURWA,EXTREME-NORD,44982,1256,10.34027,14.23097,2025
GODA,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,3173,10.74681,13.78443,2025
KNYANYA,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,750,12.39632,14.64141,2025
MENGONG,MEFOU-ET-AKONO,YAOUNDÃ© III,CENTRE,26515,0,3.7,11.45,2025
SONG ONANA,LEKIE,OKALA,CENTRE,22651,0,4.06667,11.31667,2025
KOMBO,HAUTE-SANAGA,NKOTENG,CENTRE,21489,536,4.46667,12.03333,2025
ENDANG,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,305,4.16667,12.23333,2025
NDOUNDA,LEKIE,EBEBDA,CENTRE,22482,1386,4.45,11.36667,2025
NYOM II,MFOUNDI,YAOUNDÃ© I,CENTRE,27861,0,3.98333,11.51667,2025
NGAT II,MEFOU-ET-AFAMBA,ESSE,CENTRE,25657,1027,4.01667,11.88333,2025
EBOUFEK,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.5,11.88333,2025
EKANGA,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,811,4.76667,12.48333,2025
MADIBO MAROU,MBERE,DJOHONG,ADAMAOUA,14488,674,6.75,14.53333,2025
NGOUROU,DJEREM,TABATI,ADAMAOUA,11554,0,6.62237,12.41727,2025
IKOLI,NDIAN,TOKO,SUD-OUEST,16252,180,5.1342,9.1151,2025
NONGOMADIBA,KUPE-MANENGUBA,KONYE,SUD-OUEST,12228,1797,5.0227,9.444,2025
SUPE,KUPE-MANENGUBA,KONYE,SUD-OUEST,12228,1797,5.01299,9.42069,2025
NGOMBOMBENG,MOUNGO,MANJO,LITTORAL,51588,2413,4.9053,9.7123,2025
BAHAM II,KOUNG-KHI,DEMDING,OUEST,84428,0,5.39799,10.52839,2025
NKOUGWENNJI,NOUN,FOUMBAN,OUEST,88358,1984,5.78903,10.79942,2025
BANJA,MENCHUM,FURU-AWA,NORD-OUEST,74377,2305,6.63333,10.28333,2025
DJOUMBARE,DJEREM,GALIM-TIGNÃ¨RE,ADAMAOUA,11259,0,6.87995,12.35141,2025
TAPARE,DJEREM,TABATI,ADAMAOUA,11554,0,6.58198,12.27766,2025
OGBARA,MOMO,AKWAYA,NORD-OUEST,76129,1908,6.2886,9.4922,2025
MAKWE,MANYU,AKWAYA,SUD-OUEST,14129,1865,6.16438,9.48232,2025
MBANG,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,898,5.1309,9.6496,2025
MEKWECHA,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.8682,9.619,2025
MBAKEM,MANYU,EYUMODJOCK,SUD-OUEST,14237,1579,5.73211,9.0962,2025
MELIO,MENOUA,NKONG-ZEM,OUEST,85824,0,5.48243,10.16844,2025
DJIONGWO,KOUNG-KHI,DEMDING,OUEST,84428,0,5.29221,10.49498,2025
TOUZONG,MENOUA,NKONG-ZEM,OUEST,85824,0,5.44125,10.11148,2025
NDEMVENG,HAUT-NKAM,BANDJA,OUEST,82456,2066,5.2706,10.19099,2025
AKONKO,DONGA-MANTUNG,MISAJE,NORD-OUEST,73352,4069,6.7,10.61667,2025
MAPAN,SANAGA-MARITIME,NGWEI,LITTORAL,53997,955,3.73333,10.21667,2025
NDOK NGONG,NKAM,YINGUI,LITTORAL,52649,254,4.41667,10.36667,2025
KOMBO MOUKOKO,WOURI,DOUALA VI,LITTORAL,54163,743,3.97573,9.52876,2025
MOULANGA,WOURI,DIBOMBARI,LITTORAL,54356,931,4.15,9.55,2025
DJOUT,KADEI,MBANG,EST,33928,1383,4.01667,14.06667,2025
BABELENGONZO,KADEI,KENTZOU,EST,33751,0,4.35,14.78333,2025
KINSASA TEKELE,BOUMBA-ET-NGOKO,SALAPOUMBÃ©,EST,31443,0,2.63333,15.36667,2025
MADOUMA,HAUT-NYONG,ABONG-MBANG,EST,32193,2189,3.96667,13.2,2025
DJOKNEBOUM,KADEI,MBANG,EST,33928,1383,4.0,14.0,2025
HOPI,KADEI,NGOURA,EST,33348,2327,4.85,14.3,2025
KOUAMBANG III,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,1087,4.43333,13.0,2025
DJUELA,HAUT-NYONG,SOMALOMO,EST,32289,289,3.33333,12.95,2025
MVANDA,HAUTE-SANAGA,MBOMA,CENTRE,21965,545,4.18333,12.83333,2025
NKOLTOMBO,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.38333,11.81667,2025
MABOUO,BUI,NJIMOM,NORD-OUEST,72756,2493,5.97562,10.90644,2025
FOTEMENA,MENOUA,FOKOUÃ©,OUEST,85434,0,5.3742,10.1053,2025
NKWETKWET,MIFI,FOUMBOT,OUEST,86433,4359,5.54383,10.62216,2025
DICHE I,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.8499,9.7555,2025
WONTOKO,LEBIALEM,BALI,SUD-OUEST,13333,2347,5.79352,10.02741,2025
MELIM,BUI,JAKIRI,NORD-OUEST,72275,18584,6.13333,10.6,2025
LEMLA,KOUNG-KHI,PETE-BANDJOUN,OUEST,84691,0,5.36659,10.42722,2025
MBEM,KOUNG-KHI,BAHAM,OUEST,84214,1033,5.33404,10.42859,2025
MBANGA,SANAGA-MARITIME,DOUALA VI,LITTORAL,53363,743,3.75,9.65361,2025
SAKIMBANDA,WOURI,DIZANGUÃ©,LITTORAL,54458,0,3.83694,9.88861,2025
YALOU,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,250,3.68333,9.78333,2025
DJOUKOU,WOURI,DIBAMBA,LITTORAL,54268,1268,4.13333,9.98333,2025
DOUMLA,NDE,NDOBIAN,OUEST,87917,0,4.93333,10.36667,2025
BALANDJWOK,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.78333,12.83333,2025
MASINS,HAUT-NYONG,MESSOCK,EST,32685,0,2.91667,13.98333,2025
TEZOUKPE,KADEI,KÃ©TTÃ©,EST,33813,0,4.88333,14.55,2025
EFOULAN,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.9,12.61667,2025
NKOLONYE,MVILA,BIWONG-BANÃ©,SUD,92243,0,3.15,11.11667,2025
MVIE,OCEAN,AKOM II,SUD,93141,816,2.88333,10.58333,2025
KONGOLOU,MVILA,BIWONG-BANÃ©,SUD,92243,0,2.98333,11.11667,2025
MINKAN,VALLEE-DU-NTEM,OLAMZÃ©,SUD,94769,0,2.31667,11.0,2025
ENDAMEYOS,MVILA,BIWONG-BULU,SUD,92384,854,2.71667,11.75,2025
TACHING,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,669,2.93333,12.28333,2025
LAINDE TCHAKOUM,MAYO-LOUTI,DEMBO,NORD,63443,317,9.84073,13.46236,2025
TOKOLONWA,MAYO-REY,MADINGRING,NORD,64455,2028,8.6684,14.9368,2025
MEDOUMOU,VALLEE-DU-NTEM,AMBAM,SUD,94151,1316,2.43333,11.31667,2025
BIKOBO,MVILA,NGOULÃ©MAKONG,SUD,92336,0,3.01667,11.66667,2025
NKOLEBAN,MVILA,BIWONG-BULU,SUD,92384,854,2.7,11.55,2025
NKOHYO,MVILA,AMBAM,SUD,92151,1316,2.45,11.46667,2025
LIMBATMI,MAYO-REY,REY-BOUBA,NORD,64776,1813,8.8399,14.2404,2025
GAINA,BENOUE,REY-BOUBA,NORD,61376,1813,8.8566,13.97635,2025
GOLARE,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.96312,13.29187,2025
KOKORDONA,MAYO-SAVA,KOZA,EXTREME-NORD,45214,655,10.86621,13.90265,2025
BILMITI,DIAMARE,MAROUA I,EXTREME-NORD,41526,11928,10.59685,14.22211,2025
