Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
MACHAROU,NOUN,FOUMBAN,OUEST,88358,1755,5.61411,10.93115,2020
FAMKOUO,MIFI,BAFOUSSAM III,OUEST,86392,3595,5.50653,10.33346,2020
AKUM,MEZAM,BAMENDA I,NORD-OUEST,75374,0,5.88973,10.15597,2020
BENABINGO,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.3729,9.803,2020
DIGOMBI,SANAGA-MARITIME,NGWEI,LITTORAL,53997,839,3.66667,10.28333,2020
NDOKONG,NYONG-ET-KELLE,POUMA,CENTRE,28564,1581,3.86667,10.63333,2020
BIG KOMBO,WOURI,TIKO,LITTORAL,54356,6508,4.0279,9.4443,2020
SANBA,SANAGA-MARITIME,MASSOK,LITTORAL,53581,0,4.2,10.56667,2020
NGATO,BOUMBA-ET-NGOKO,YOKADOUMA,EST,31574,4313,3.25,14.96667,2020
AKOM,DJA-ET-LOBO,OVENG,SUD,91725,369,2.46667,12.25,2020
MEKAMAN,VALLEE-DU-NTEM,AMBAM,SUD,94151,1180,2.38333,11.3,2020
DWANDA,NYONG-ET-KELLE,MVENGUE,CENTRE,28241,1733,3.33333,10.95,2020
MEMEL,OCEAN,BIPINDI,SUD,93259,1383,3.11667,10.4,2020
BIDJOM,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.91667,12.01667,2020
TALDAM,MAYO-LOUTI,HINA,NORD,63775,770,10.18737,13.90854,2020
KOHI,BENOUE,TOUROUA,NORD,61454,1194,9.19446,13.02438,2020
MEKALATE,MVILA,BIWONG-BANÃ©,SUD,92243,0,2.93333,11.16667,2020
BERNBE,MVILA,MENGONG,SUD,92859,699,2.93333,11.25,2020
MEKOMO-ONDOSSI,VALLEE-DU-NTEM,KYÃ©-OSSI,SUD,94583,0,2.2,11.26667,2020
GESOU,FARO,POLI,NORD,62616,577,8.29427,13.16733,2020
SEBORE-DJAIN,BENOUE,BIBEMI,NORD,61256,144,9.3261,14.1532,2020
BENTSIRI,BENOUE,LAGDO,NORD,61857,353,8.52299,13.55621,2020
DJAKVA,MBERE,BÃ©LEL,ADAMAOUA,14165,0,7.21667,14.51667,2020
MEME,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.97809,14.24167,2020
WAKALTOU,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.23824,14.8611,2020
MOKODOS,DIAMARE,BOGO,EXTREME-NORD,41171,2692,10.75008,14.67158,2020
DOUELOU,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1464,12.65659,14.6114,2020
LOMARA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.08443,13.84611,2020
BARAWA LADE,MAYO-KANI,MOUTOURWA,EXTREME-NORD,44982,1100,10.24521,14.14697,2020
GRAND VIRI,MAYO-DANAY,WINA,EXTREME-NORD,43569,3908,10.05,15.18333,2020
MICHEKA,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.32851,14.71735,2020
GOUZOUDOU,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1492,11.1106,14.0389,2020
KEDAOULA,MAYO-SAVA,KOZA,EXTREME-NORD,45214,574,10.89718,13.98642,2020
OBOA,LEKIE,OBALA,CENTRE,22589,3855,4.11667,11.63333,2020
BIBOTE,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2735,4.4,12.01667,2020
NKINGE,LEKIE,ELIG-MFOMO,CENTRE,22641,862,4.15,11.3,2020
MENGALA,MEFOU-ET-AFAMBA,AFANLOUM,CENTRE,25119,1048,4.15,11.95,2020
MBEUGA,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,551,3.81667,12.45,2020
ELIG NGOMO,LEKIE,OBALA,CENTRE,22589,3855,4.15,11.45,2020
BINDAMONGO,LEKIE,MBANGASSINA,CENTRE,22994,7239,4.51667,11.5,2020
LOUA I,LEKIE,OBALA,CENTRE,22589,3855,4.18333,11.48333,2020
NKOLNYAMA,NYONG-ET-SO,MBALMAYO,CENTRE,21774,4090,3.38333,11.6,2020
BINDEM,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,2409,2.7,10.81667,2020
ELOM,DJA-ET-LOBO,MEYOMESSI,SUD,91463,1138,2.71667,12.18333,2020
ZOABEFAM,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.95,11.71667,2020
HOULOUM,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.06981,13.72619,2020
BEDARA,MAYO-REY,TOUBORO,NORD,64967,2346,7.6855,15.5662,2020
WALEWO-SIWO,BENOUE,REY-BOUBA,NORD,61376,1598,9.2541,14.366,2020
NIOLGA,BENOUE,BIBEMI,NORD,61256,144,9.0514,14.1043,2020
MLAY,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,574,10.82907,13.8327,2020
MAKABAY,DIAMARE,MERI,EXTREME-NORD,41837,3595,10.66964,14.13109,2020
LDAMA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,574,10.83075,13.71534,2020
MAZA DJOYEWO,DIAMARE,MAROUA I,EXTREME-NORD,41526,10448,10.47185,14.21265,2020
HIRCHE,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.87248,14.00331,2020
MAKELEK,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.63183,13.92239,2020
SERO ABOU,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1464,12.74711,14.63517,2020
OUASSA BENDE,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.48117,13.84505,2020
TOULOUM,MAYO-DANAY,TOULOUM,EXTREME-NORD,43438,0,10.17971,14.8355,2020
DATCHEKA SUD,MAYO-DANAY,WINA,EXTREME-NORD,43569,3908,10.00698,15.13703,2020
MOURLA,MAYO-DANAY,MAGA,EXTREME-NORD,43199,3345,10.92001,15.07101,2020
SEMEKE,MBAM-ET-KIM,NGORO,CENTRE,24485,4070,5.25,11.45,2020
AKONDO,MEFOU-ET-AFAMBA,OLANGUINA,CENTRE,25336,0,3.98333,11.93333,2020
NKOLESSONG,HAUTE-SANAGA,NKOTENG,CENTRE,21489,468,4.51667,12.03333,2020
EKOMAYE,HAUTE-SANAGA,NKOTENG,CENTRE,21489,468,4.56667,12.31667,2020
NDONGELANG,LEKIE,EBEBDA,CENTRE,22482,1211,4.46667,11.41667,2020
BIYOKA,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.63333,12.58333,2020
NKOLBONDA,OCEAN,KRIBI I,SUD,93633,3313,2.8,10.03333,2020
AKOATALA,NYONG-ET-SO,NGOULÃ©MAKONG,CENTRE,21336,0,3.11667,11.55,2020
BILOBE II,OCEAN,AKOM II,SUD,93141,731,2.78333,10.43333,2020
ADOUM,MVILA,MVANGAN,SUD,92112,544,2.55,11.8,2020
ABANG,MVILA,BIWONG-BANÃ©,SUD,92243,0,2.91667,11.11667,2020
AMWAM,MVILA,EBOLOWA II,SUD,92529,2420,2.75,11.21667,2020
MARGOL,VINA,NGAOUNDÃ©RÃ© III,ADAMAOUA,15937,0,7.43333,13.38333,2020
BONIOMBO,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.22105,12.01182,2020
BOKWAE,FAKO,BUEA,SUD-OUEST,11235,8111,4.1727,9.2688,2020
DADI,MANYU,AKWAYA,SUD-OUEST,14129,1651,5.99388,9.08867,2020
AYONG,KUPE-MANENGUBA,TOKO,SUD-OUEST,12252,160,5.1975,9.3152,2020
NJEKE OKONYENE,MANYU,MAMFE,SUD-OUEST,14357,0,5.6235,9.1904,2020
NGBETSWEN,MIFI,KOUOPTAMO,OUEST,86694,1156,5.63488,10.53191,2020
VELE,KOUNG-KHI,PETE-BANDJOUN,OUEST,84691,0,5.34298,10.45945,2020
NTSA,BAMBOUTOS,BATCHAM,OUEST,81593,1124,5.6021,10.1951,2020
MEKOO,MENOUA,PENKA-MICHEL,OUEST,85957,1140,5.48117,10.2242,2020
MANKANG,HAUT-NKAM,KÃ©KEM,OUEST,82959,0,5.25889,10.06652,2020
GOBTIKERE,BENOUE,BIBEMI,NORD,61256,144,9.4528,13.82869,2020
ARDEB,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.60629,14.83007,2020
NGOLOURDE,MAYO-LOUTI,MOUTOURWA,NORD,63982,1080,10.14844,14.0061,2020
GASSOUAY,MAYO-DANAY,KAI-KAI,EXTREME-NORD,43724,4483,10.70275,14.99085,2020
MATKOUS,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.20657,14.68222,2020
ROUMZOU,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.69197,13.59777,2020
PANAY,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,2077,10.25027,13.58567,2020
MAGUERAO,DIAMARE,DARGALA,EXTREME-NORD,41219,983,10.54604,14.60774,2020
KIDJEME,DIAMARE,MAROUA III,EXTREME-NORD,41781,5081,10.84909,14.49612,2020
MAGASSE,DIAMARE,MAROUA III,EXTREME-NORD,41781,5081,10.8687,14.33743,2020
KERBALE,MAYO-DANAY,MOULVOUDAYE,EXTREME-NORD,43252,2750,10.32708,14.81478,2020
HERERIME,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,689,12.41566,14.31083,2020
NIANSOM,MBAM-ET-INOUBOU,DEUK,CENTRE,23371,2904,5.15,11.11667,2020
MVOUTOUM,MBAM-ET-KIM,YOKO,CENTRE,24769,301,5.93333,12.3,2020
NLONGONAMBELE,LEKIE,ELIG-MFOMO,CENTRE,22641,862,4.25,11.41667,2020
MEYEK,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,266,4.11667,12.31667,2020
NDIPA,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.21667,11.98333,2020
NGANDOU,MBAM-ET-KIM,YOKO,CENTRE,24769,301,5.11667,12.1,2020
NIATCHOTTA,MBAM-ET-INOUBOU,BAFIA,CENTRE,23178,6394,4.76667,11.28333,2020
ESAZOK II,MFOUNDI,MFOU,CENTRE,27492,1490,3.68333,11.51667,2020
AFANESELE,LEKIE,OBALA,CENTRE,22589,3855,4.18333,11.6,2020
SOULE,DJEREM,MARTAP,ADAMAOUA,11396,1778,6.88333,12.98333,2020
LOBO,FARO-ET-DEO,MAYO-BALÃ©O,ADAMAOUA,12447,0,7.81667,12.5,2020
BAI BIKOM,MEME,KUMBA I,SUD-OUEST,15567,8025,4.5551,9.3344,2020
BAKOSSI,MEME,KUMBA II,SUD-OUEST,15651,12901,4.6604,9.5122,2020
BOVIONGO,FAKO,MBONGE,SUD-OUEST,11996,6242,4.426,9.1817,2020
MALENDE,FAKO,MUYUKA,SUD-OUEST,11117,5267,4.3406,9.4365,2020
EKANGTE,KUPE-MANENGUBA,NKONGSAMBA III,SUD-OUEST,12938,3375,5.06298,9.81314,2020
NDIONKOU,MIFI,BAFOUSSAM II,OUEST,86271,13857,5.5205,10.41476,2020
WOUANG II,BAMBOUTOS,BATCHAM,OUEST,81593,1124,5.52535,10.25155,2020
FONTSA TOULA,MENOUA,FOKOUÃ©,OUEST,85434,0,5.32623,10.0804,2020
NJINLING,NGO-KETUNJIA,BALIKUMBAT,NORD-OUEST,77235,1987,5.96695,10.37713,2020
MEJUNG,BOYO,FUNDONG,NORD-OUEST,71425,7254,6.31667,10.31667,2020
MAYO BANYO,MAYO-BANYO,BANYO,ADAMAOUA,13212,3855,6.81667,11.95,2020
KARKANDA,MAYO-BANYO,BANYO,ADAMAOUA,13212,3855,6.47628,12.10721,2020
BAKOGO,MANYU,MAMFE,SUD-OUEST,14357,0,5.46486,9.30942,2020
BESING KISEN,KUPE-MANENGUBA,NGUTI,SUD-OUEST,12751,1223,5.1696,9.3811,2020
MOKI,NDIAN,MUDEMBA,SUD-OUEST,16151,0,4.86667,8.95,2020
MANANG,MIFI,BAFOUSSAM I,OUEST,86197,8642,5.52354,10.50276,2020
MEWAK,MENOUA,BATCHAM,OUEST,85293,1124,5.51412,10.2085,2020
MEHUE,BAMBOUTOS,BABADJOU,OUEST,81138,1376,5.62708,10.1294,2020
MAZZABE,NYONG-ET-MFOUMOU,ANGOSSAS,CENTRE,29449,0,4.01667,13.05,2020
BELAY,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.61667,12.91667,2020
GARESINGO,BOUMBA-ET-NGOKO,GARI-GOMBO,EST,31192,0,3.55,15.05,2020
BATANGA,KADEI,BATOURI,EST,33158,1765,4.16667,14.46667,2020
LALA II,KADEI,NGOURA,EST,33348,2078,4.85,14.31667,2020
MBAHANKOU,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,950,4.35,13.03333,2020
NPOMBO,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,219,3.61667,9.76667,2020
MOULONGO,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,219,3.59889,9.72528,2020
NEMEYONG II,HAUT-NYONG,LOMIÃ©,EST,32494,0,2.91667,13.5,2020
MOUNDI,LOM-ET-DJEREM,DIANG,EST,34647,861,4.56667,13.48333,2020
KONBE TIKO,KADEI,KÃ©TTÃ©,EST,33813,0,4.66667,14.58333,2020
BORONGOKOU,LOM-ET-DJEREM,OULI,EST,34278,0,5.16667,14.55,2020
BEKELE,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.08333,14.9,2020
KOUADJO,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.51667,12.65,2020
BOUMBAKA,KADEI,NGOURA,EST,33348,2078,4.78333,14.26667,2020
NDANKO SOPELE,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.15,14.83333,2020
MAMPELE,BOUMBA-ET-NGOKO,GARI-GOMBO,EST,31192,0,3.7,15.13333,2020
FOSSANG,KOUNG-KHI,FOUMBOT,OUEST,84533,3857,5.38365,10.65654,2020
MELANG,LEBIALEM,FONGO-TONGO,SUD-OUEST,13663,0,5.56441,10.03401,2020
MAKIA,MENOUA,FOKOUÃ©,OUEST,85434,0,5.4142,10.14183,2020
GANGEU,MOMO,MBENGWI,NORD-OUEST,76726,2619,6.12104,9.94021,2020
ALUNFA,MOMO,NIJKWA,NORD-OUEST,76823,0,6.1511,9.7437,2020
NDJUINTIM,BAMBOUTOS,BATCHAM,OUEST,81593,1124,5.58066,10.18351,2020
TOUKOP,NDE,BANGANGTÃ©,OUEST,87191,0,5.1595,10.54002,2020
GONGOLO,NKAM,YABASSI,LITTORAL,52582,442,4.31667,9.95,2020
MAMBA,SANAGA-MARITIME,DIBAMBA,LITTORAL,53168,1113,4.16667,10.08333,2020
NKAM,MBAM-ET-INOUBOU,NGAMBÃ©,CENTRE,23999,0,4.35,10.66667,2020
OKOKONG,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,219,3.6125,9.86528,2020
NKOE,HAUT-NYONG,SOMALOMO,EST,32289,258,3.35,12.98333,2020
KOUAMBANG I,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,950,4.35,12.96667,2020
BITOTO,VALLEE-DU-NTEM,MA'AN,SUD,94617,341,2.38333,10.66667,2020
GUERHEDJE,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,10.02165,13.34974,2020
BAIKOUA,BENOUE,REY-BOUBA,NORD,61376,1598,9.0812,14.4231,2020
KAPKANA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.00153,13.42798,2020
MEMVIN,VALLEE-DU-NTEM,OLAMZÃ©,SUD,94769,0,2.33333,11.08333,2020
ELON,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,2409,2.78333,10.8,2020
AKAK,OCEAN,NIÃ©TÃ©,SUD,93235,0,2.61667,10.06667,2020
EL ARBA,BENOUE,REY-BOUBA,NORD,61376,1598,9.1731,14.3665,2020
VAKASAO,MAYO-REY,TOUBORO,NORD,64967,2346,7.3393,15.2939,2020
BOHELI,BENOUE,BIBEMI,NORD,61256,144,9.3025,14.1349,2020
BOUMI,FARO,LAGDO,NORD,62357,353,8.42776,13.38736,2020
BAKA,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.87271,14.20654,2020
GAWEL,DIAMARE,NDOUKOULA,EXTREME-NORD,41124,873,10.41652,14.09716,2020
KODEK,DIAMARE,MAROUA III,EXTREME-NORD,41781,5081,10.70954,14.42406,2020
DOLANDIO,MAYO-KANI,MINDIF,EXTREME-NORD,44758,2434,10.31417,14.48734,2020
GAWAR,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2779,10.51092,13.83638,2020
MANZA,DIAMARE,MERI,EXTREME-NORD,41837,3595,10.73706,14.18428,2020
MEYOS,LEKIE,EVODOULA,CENTRE,22785,1007,4.13333,11.13333,2020
NGOATSABE,MBAM-ET-KIM,YOKO,CENTRE,24769,301,5.81667,12.28333,2020
EBOLSI,MEFOU-ET-AFAMBA,AWAÃ©,CENTRE,25245,0,3.91667,11.8,2020
ABEMBE I,MFOUNDI,MFOU,CENTRE,27492,1490,3.68333,11.66667,2020
LALEMOTO,OCEAN,KRIBI I,SUD,93633,3313,2.58333,9.83333,2020
OURO ABA,BENOUE,GAROUA I,NORD,61565,12864,9.2624,13.3472,2020
LARAKOUSINI,MAYO-REY,TOUBORO,NORD,64967,2346,7.77944,15.49404,2020
HANKAO I,MAYO-REY,TOUBORO,NORD,64967,2346,7.48043,15.4465,2020
NIBI,BENOUE,BIBEMI,NORD,61256,144,9.2462,14.3309,2020
AGALA,MAYO-REY,TOUBORO,NORD,64967,2346,7.85,14.85,2020
LOWEL,MAYO-LOUTI,GUIDER,NORD,63639,2981,9.81851,13.7284,2020
BOKARE,FARO,POLI,NORD,62616,577,8.30078,13.30379,2020
DISSALAM,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,689,12.43237,14.31369,2020
YAM OUALAVAL,MAYO-SAVA,KOZA,EXTREME-NORD,45214,574,10.91362,13.94019,2020
MAGADI II,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,689,12.52956,14.30638,2020
MOUDAR,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,782,10.41219,13.84194,2020
DAVAGAN,MAYO-DANAY,ZINA,EXTREME-NORD,43742,565,11.06536,15.03018,2020
GARMAS,MAYO-KANI,GUIDIGUIS,EXTREME-NORD,44417,2158,10.06239,14.6097,2020
TOULOUS,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.46038,14.77667,2020
DOGBA MAOUDE,DIAMARE,MAROUA III,EXTREME-NORD,41781,5081,10.84556,14.32792,2020
BIBOA,HAUTE-SANAGA,AYOS,CENTRE,21174,682,4.43333,12.61667,2020
NKOLNSAM,MFOUNDI,MBANKOMO,CENTRE,27392,1155,3.81667,11.36667,2020
NGOUMESSENG,NYONG-ET-MFOUMOU,AYOS,CENTRE,29674,682,4.13333,12.51667,2020
ASOMBO,MFOUNDI,DZENG,CENTRE,27185,425,3.63333,11.73333,2020
NGOANTET,MEFOU-ET-AFAMBA,AWAÃ©,CENTRE,25245,0,3.98333,11.88333,2020
NKANKOMBO,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,266,4.2,12.35,2020
EDJOM,OCEAN,CAMPO,SUD,93393,188,2.41667,10.0,2020
NKOMINTOM,OCEAN,NIÃ©TÃ©,SUD,93235,0,2.8,10.18333,2020
YARO,DJEREM,TABATI,ADAMAOUA,11554,0,6.55,12.33333,2020
MBATIMBANG,DJEREM,TABATI,ADAMAOUA,11554,0,6.14398,12.48977,2020
BILEMA,NDIAN,TOKO,SUD-OUEST,16252,160,5.0756,9.0402,2020
KITA,NDIAN,EKONDO-TITI,SUD-OUEST,16318,3408,4.6252,8.9729,2020
KOTO II,FAKO,MBONGE,SUD-OUEST,11996,6242,4.3216,9.0654,2020
BOBENDE,FAKO,LIMBÃ© II,SUD-OUEST,11686,0,4.01667,9.15,2020
EBEMI BAKUNDU,NDIAN,KONYE,SUD-OUEST,16928,1591,4.9986,9.2807,2020
MAAKOUOP,MIFI,FOUMBOT,OUEST,86433,3857,5.55368,10.64542,2020
NKOUTABA,NOUN,FOUMBAN,OUEST,88358,1755,5.6854,10.81034,2020
MBAFA,BAMBOUTOS,GALIM,OUEST,81677,1680,5.76011,10.45146,2020
NJINSEN,NOUN,NJIMOM,OUEST,88156,2163,5.83871,10.86543,2020
BALOUK-MAKALA,HAUT-NKAM,BAKOU,OUEST,82277,599,5.00709,10.14446,2020
BATSELA II,BAMBOUTOS,MBOUDA,OUEST,81756,2088,5.57064,10.29151,2020
TOULA',MENOUA,FOKOUÃ©,OUEST,85434,0,5.39565,10.16691,2020
BAMENDJING,MIFI,GALIM,OUEST,86577,1680,5.70526,10.48475,2020
BABWANTOU,HAUTS-PLATEAUX,BATIÃ©,OUEST,83674,0,5.21412,10.29275,2020
PAHA,MAYO-LOUTI,HINA,NORD,63775,770,10.16093,13.7657,2020
ZABIKOROUM,MAYO-LOUTI,FIGUIL,NORD,63523,1793,9.7781,14.0398,2020
PARKIN,MAYO-LOUTI,GUIDER,NORD,63639,2981,9.94807,13.90859,2020
DJAINGA,MAYO-LOUTI,PITOA,NORD,63233,1795,9.55767,13.74925,2020
DOKBE,MAYO-REY,TCHOLLIRÃ©,NORD,64832,0,8.13333,14.36667,2020
NGAME,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1464,12.66752,14.56265,2020
KILA,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.47123,13.6433,2020
ZAKIROU,DIAMARE,MAROUA I,EXTREME-NORD,41526,10448,10.57359,14.27353,2020
OROADJIE,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,689,12.37302,14.36388,2020
ABENDOURWA,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,11.98889,14.98028,2020
AMMA-HELE,MAYO-SAVA,PÃ©TTÃ©,EXTREME-NORD,45686,0,11.02139,14.53277,2020
MOULOKOU,MAYO-DANAY,BOGO,EXTREME-NORD,43171,2692,10.62053,14.75388,2020
FLETARI,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,657,12.24052,14.72929,2020
KASELDJADE,MAYO-TSANAGA,NDOUKOULA,EXTREME-NORD,46824,873,10.3,13.98333,2020
PANDZO,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2735,4.45,11.91667,2020
MESAK,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,551,3.71667,12.56667,2020
NKOLBOGO III,LEKIE,SA'A,CENTRE,22836,2227,4.33333,11.56667,2020
MOMO,LEKIE,SA'A,CENTRE,22836,2227,4.41667,11.48333,2020
MBAMDI,MBAM-ET-KIM,YOKO,CENTRE,24769,301,5.61667,12.33333,2020
MIKAI,VINA,MARTAP,ADAMAOUA,15396,1778,7.16667,13.05,2020
MAKONDO,DJEREM,TABATI,ADAMAOUA,11554,0,6.4388,12.6419,2020
GAUDRO,MBERE,MEIGANGA,ADAMAOUA,14646,2412,6.28333,14.76667,2020
KOMBO A MIYANGADU,NDIAN,KOMBO-ABEDIMO,SUD-OUEST,16725,0,4.6334,8.5893,2020
MAKIM,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,795,5.107,9.758,2020
ELUMSEH MEJELET,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,795,5.06667,9.7,2020
SONE,FAKO,TIKO,SUD-OUEST,11256,6419,4.104,9.39,2020
MELALA,MANYU,MAMFE,SUD-OUEST,14357,0,5.765,9.3356,2020
BESALI,LEBIALEM,ALOU,SUD-OUEST,13173,5573,5.6337,9.9068,2020
MENKA,MENOUA,NKONG-ZEM,OUEST,85824,0,5.47587,10.17223,2020
GUZANG,MOMO,BATIBO,NORD-OUEST,76579,1940,5.8388,9.9324,2020
ABONKWA,DONGA-MANTUNG,AKO,NORD-OUEST,73128,4394,6.76667,10.66667,2020
TULA,NGO-KETUNJIA,BALIKUMBAT,NORD-OUEST,77235,1987,5.9499,10.39678,2020
KWENGNEN,MEZAM,BALI,NORD-OUEST,75233,2116,5.81105,10.05054,2020
LOUH,HAUTS-PLATEAUX,BANGOU,OUEST,83512,794,5.16117,10.42552,2020
LOUME,SANAGA-MARITIME,DOUALA VI,LITTORAL,53363,652,3.77917,9.57278,2020
DIBONGO,SANAGA-MARITIME,ÃDÃ©A I,LITTORAL,53346,0,3.7,10.03333,2020
NGOULEMAKONG,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.91667,12.65,2020
ALOUMA,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,339,3.46667,12.58333,2020
DIMBONG,MOUNGO,LOUM,LITTORAL,51421,2614,4.5785,9.8684,2020
BIBOKO,LOM-ET-DJEREM,BÃ©TARÃ©-OYA,EST,34542,0,5.66667,13.8,2020
MOLOBO,KADEI,MBANG,EST,33928,1235,4.01667,14.31667,2020
BAMBOUTI,LOM-ET-DJEREM,NGOURA,EST,34148,2078,5.08333,14.03333,2020
DIEMBA,BOUMBA-ET-NGOKO,YOKADOUMA,EST,31574,4313,3.33333,15.01667,2020
TEMO,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,339,3.5,12.58333,2020
BEREM,VINA,NGAN'HA,ADAMAOUA,15583,0,7.55,13.91667,2020
WANDEN,MBERE,BÃ©LEL,ADAMAOUA,14165,0,6.88333,14.11667,2020
KUMBE BALONDO,MEME,EKONDO-TITI,SUD-OUEST,15318,3408,4.5816,9.0509,2020
PANGO,HAUTS-PLATEAUX,BANGOU,OUEST,83512,794,5.18333,10.36667,2020
NKOUNCHANKAP,NOUN,KOUTABA,OUEST,88592,1096,5.61148,10.81391,2020
MBIE II,BAMBOUTOS,BATCHAM,OUEST,81593,1124,5.56791,10.24311,2020
BATCHA,HAUT-NKAM,BANKA,OUEST,82563,1970,5.20141,10.23251,2020
NDENKOP,HAUTS-PLATEAUX,BANGOU,OUEST,83512,794,5.25108,10.35303,2020
NJEGHANG,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,1089,5.4034,10.28674,2020
NKA'AKO,HAUTS-PLATEAUX,BAHAM,OUEST,83214,914,5.26387,10.40984,2020
BANDJEUDI,BAMBOUTOS,MBOUDA,OUEST,81756,2088,5.57475,10.32747,2020
WASSA,HAUTS-PLATEAUX,PENKA-MICHEL,OUEST,83857,1140,5.46748,10.27489,2020
NJINDARE,NOUN,FOUMBAN,OUEST,88358,1755,5.51089,10.88697,2020
GAYAMA,MENCHUM,ZHOA,NORD-OUEST,74558,0,6.75509,9.92643,2020
MBGURI,MOMO,BAFUT,NORD-OUEST,76349,9170,6.25,9.95,2020
BALEPA,BAMBOUTOS,PENKA-MICHEL,OUEST,81857,1140,5.51239,10.25938,2020
NOUMGA,NDE,BANGANGTÃ©,OUEST,87191,0,5.15724,10.55848,2020
MBANGA,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,219,3.65,9.85,2020
DIBEMGI,SANAGA-MARITIME,NGAMBÃ©,LITTORAL,53899,0,4.3,10.51667,2020
ZOGELA,NYONG-ET-MFOUMOU,ANGOSSAS,CENTRE,29449,0,4.0,12.88333,2020
DJOLIMPOUM,DJA-ET-LOBO,SOMALOMO,SUD,91989,253,3.33333,12.86667,2020
BANGOY I MOLONGODIBA,BOUMBA-ET-NGOKO,MOULOUNDOU,EST,31357,0,2.08333,15.3,2020
BELIMBAM,KADEI,KENTZOU,EST,33751,0,4.36667,14.78333,2020
GOUMBEGERONG,KADEI,DIMAKO,EST,33439,1670,4.25,13.53333,2020
