Region,Department,Arrondissement,Village,postal_code,Lat_Village,Lon_Village,Lat_Arrondissement,Lon_Arrondissement,Lat_Department,Lon_Department,Lat_Region,Lon_Region,population_2005,population_2010,population_2015,population_2020,population_2025
CENTRE,NYONG-ET-MFOUMOU,LEMBE YEZOUM,NKOMASSI,29245,4.13333,12.21667,4.262118592237971,12.193655000441177,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,224,197,229,266,305
CENTRE,HAUTE-SANAGA,NKOTENG,OMGBANGDOUMA,21489,4.53333,12.28333,4.48257305169184,12.147788861626319,4.677837495672556,12.512664216059541,4.670479718316163,11.826210878899634,384,348,404,468,536
CENTRE,MFOUNDI,YAOUND̩ III,EBEKOE,27115,3.68333,11.48333,3.782680971640284,11.474684830858102,3.8084856225352923,11.512775943766274,4.670479718316163,11.826210878899634,0,0,0,0,0
CENTRE,LEKIE,EVODOULA,NKOTABEL,22785,4.13333,11.21667,4.125965814176945,11.203632286361525,4.149623553135392,11.410254656985613,4.670479718316163,11.826210878899634,856,748,870,1007,1152
CENTRE,HAUTE-SANAGA,NKOTENG,NDAMEKA,21489,4.63333,12.15,4.48257305169184,12.147788861626319,4.677837495672556,12.512664216059541,4.670479718316163,11.826210878899634,384,348,404,468,536
SUD,MVILA,BIWONG-BULU,MVONG,92384,2.75,11.68333,2.7750982234334236,11.553085903796063,2.827797300383114,11.415283935452997,,,344,592,675,765,854
SUD,DJA-ET-LOBO,MEYOMESSALA,NKO,91342,3.08333,12.31667,3.090845726201783,12.255440931865783,2.773818687806856,12.609007007639041,,,539,463,528,598,669
NORD,FARO,TOUROUA,ERQUE,62854,8.85,12.88333,9.04125247379115,12.994874592152396,8.250425621453694,12.883983494475139,,,1019,894,1036,1194,1355
NORD,FARO,MB̩,MBADJI,62446,8.21667,13.55,7.772895811133963,13.55258968813515,8.250425621453694,12.883983494475139,,,0,0,0,0,0
NORD,FARO,MB̩,NIAMBARAN,62446,7.63333,13.16667,7.772895811133963,13.55258968813515,8.250425621453694,12.883983494475139,,,0,0,0,0,0
NORD,BENOUE,GAROUA I,NAKONG,61565,9.30973,13.25516,9.323997635891292,13.365000376728883,9.227680656415943,13.486976595779472,,,5500,9634,11168,12864,14597
EXTREME-NORD,MAYO-TSANAGA,SOUL̬D̩-ROUA,MOGOUMBA,46973,10.76699,13.99019,10.770810966996635,13.979528797842365,10.533333679115419,13.745806788338358,,,0,0,0,0,0
EXTREME-NORD,DIAMARE,BOGO,GOULOF ATIKOU,41171,10.85493,14.73099,10.771405602809148,14.673465131011035,10.667049618712413,14.35913441270984,,,2259,1990,2322,2692,3075
EXTREME-NORD,LOGONE-ET-CHARI,KOUSS̩RI,DRO,42615,12.27321,14.90265,12.068654262637175,14.98291762415325,11.999404762234462,14.662177082942428,,,0,0,0,0,0
EXTREME-NORD,MAYO-SAVA,MOZOGO,DANGA DANGA,45552,11.04299,13.96321,11.02831088174563,13.877204869573816,11.06469692714163,14.156709827813243,,,0,0,0,0,0
EXTREME-NORD,MAYO-KANI,MAROUA I,GAVIANG,44626,10.37549,14.28862,10.549175255618241,14.270051310442382,10.242178218182143,14.514272175670587,,,4382,7723,9013,10448,11928
EXTREME-NORD,MAYO-SAVA,WAZA,ALAPITARI,45943,11.40639,14.5675,11.377071714051597,14.699640545644575,11.06469692714163,14.156709827813243,,,801,706,824,955,1091
EXTREME-NORD,MAYO-TSANAGA,MOKOLO,NGONJAOUAR,46628,10.52137,13.90606,10.631825823945428,13.847918639339369,10.533333679115419,13.745806788338358,,,2331,2054,2397,2779,3173
EXTREME-NORD,LOGONE-ET-CHARI,HIL̩ - ALIFA,DOUGOUMSILIO II,42586,12.59598,14.36949,12.671353644537245,14.369224769740335,11.999404762234462,14.662177082942428,,,0,0,0,0,0
CENTRE,LEKIE,BATCHENGA,ONDONDO II,22164,4.31667,11.6,4.283761777360025,11.648790019045363,4.149623553135392,11.410254656985613,4.670479718316163,11.826210878899634,0,0,0,0,0
CENTRE,NYONG-ET-MFOUMOU,ENDOM,AKAK,29961,3.36667,12.18333,3.4729537498045815,12.061340276175407,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,315,380,441,510,583
CENTRE,NYONG-ET-MFOUMOU,ENDOM,ADJAP,29961,3.38333,12.1,3.4729537498045815,12.061340276175407,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,315,380,441,510,583
SUD,MVILA,BIWONG-BULU,ADJAP,92384,2.66667,11.65,2.7750982234334236,11.553085903796063,2.827797300383114,11.415283935452997,,,344,592,675,765,854
SUD,MVILA,BIWONG-BULU,MEKOK,92384,2.58333,11.46667,2.7750982234334236,11.553085903796063,2.827797300383114,11.415283935452997,,,344,592,675,765,854
CENTRE,NYONG-ET-MFOUMOU,BENGBIS,ONGOLZOK,29779,3.5,12.35,3.3000902010329187,12.503493716816031,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,287,251,293,339,387
SUD-OUEST,KUPE-MANENGUBA,MENJI,HUNYAMPE,12555,5.3266,9.76535,5.445616371281661,9.857703244629159,5.120562536808391,9.599290439522152,,,0,0,0,0,0
SUD-OUEST,MANYU,MAMFE,EYANG NTUI,14357,5.7687,9.4072,5.627534196011924,9.337023177482557,5.8240845162712995,9.372701031292118,,,0,0,0,0,0
OUEST,BAMBOUTOS,MBOUDA,METAP,81756,5.64824,10.23883,5.624839689912664,10.3195099097832,5.674221350470127,10.30737084966801,,,1821,1581,1822,2088,2359
OUEST,BAMBOUTOS,BABADJOU,TCHINLA,81138,5.68108,10.24188,5.693320964919747,10.158901044578593,5.674221350470127,10.30737084966801,,,1200,1042,1201,1376,1555
OUEST,NOUN,NJIMOM,MANKI II,88156,5.85,11.1,5.894225979847994,10.941933627669037,5.645408937551902,10.915756333029485,,,943,1637,1887,2163,2444
OUEST,MENOUA,DSCHANG,SINTE,85334,5.46355,10.0464,5.423144637881421,10.025555693218996,5.42090170577736,10.080194589482327,,,2195,1905,2195,2515,2842
NORD,MAYO-REY,TCHOLLIR̩,MAYO GALKE,64832,8.3976,14.2341,8.03173038286984,14.059298577553745,8.108038646384532,14.477083632157669,,,0,0,0,0,0
NORD,MAYO-REY,REY-BOUBA,BADJARI,64776,8.9072,14.264,8.7991347631511,14.364461134229646,8.108038646384532,14.477083632157669,,,1367,1196,1387,1598,1813
NORD,MAYO-LOUTI,BASCH̩O,OURO ARDO-BAN,63175,9.86667,13.4,9.78958640629458,13.363668260318406,9.936812363058793,13.804444931788375,,,0,0,0,0,0
NORD,MAYO-REY,MADINGRING,NDIKI,64455,7.9334,15.2295,8.235468726440239,14.986293169466405,8.108038646384532,14.477083632157669,,,1530,1340,1553,1788,2028
NORD,BENOUE,REY-BOUBA,BERE,61376,9.0155,14.2283,8.7991347631511,14.364461134229646,9.227680656415943,13.486976595779472,,,1367,1196,1387,1598,1813
NORD,FARO,NGONG,BATE,62567,8.57222,13.12833,8.967880134334004,13.291565377857191,8.250425621453694,12.883983494475139,,,0,0,0,0,0
EXTREME-NORD,MAYO-TSANAGA,KOZA,MAZAY,46414,10.87919,13.83085,10.896038787285242,13.895646715423958,10.533333679115419,13.745806788338358,,,481,424,495,574,655
EXTREME-NORD,MAYO-TSANAGA,HINA,LOUGUERE KONDON,46375,10.4771,13.82506,10.325761675302335,13.819962509275898,10.533333679115419,13.745806788338358,,,439,388,452,524,598
EXTREME-NORD,DIAMARE,BOGO,MARVAK,41171,10.73,14.76831,10.771405602809148,14.673465131011035,10.667049618712413,14.35913441270984,,,2259,1990,2322,2692,3075
EXTREME-NORD,MAYO-KANI,DZIGUILAO,GOUNDEY,44241,10.02735,14.69969,10.022953399578686,14.762489167867775,10.242178218182143,14.514272175670587,,,0,0,0,0,0
EXTREME-NORD,MAYO-TSANAGA,HINA,OUDJAOUROUBARKI,46375,10.4549,13.84356,10.325761675302335,13.819962509275898,10.533333679115419,13.745806788338358,,,439,388,452,524,598
EXTREME-NORD,MAYO-KANI,MOUTOURWA,MOUSSOURFOUK,44982,10.34027,14.23097,10.244764088609307,14.143081219883543,10.242178218182143,14.514272175670587,,,923,813,949,1100,1256
EXTREME-NORD,MAYO-TSANAGA,MOKOLO,GODA,46628,10.74681,13.78443,10.631825823945428,13.847918639339369,10.533333679115419,13.745806788338358,,,2331,2054,2397,2779,3173
EXTREME-NORD,LOGONE-ET-CHARI,GOULFEY,KNYANYA,42427,12.39632,14.64141,12.43622912082223,14.730014484842426,11.999404762234462,14.662177082942428,,,550,485,566,657,750
CENTRE,MEFOU-ET-AKONO,YAOUND̩ III,MENGONG,26515,3.7,11.45,3.782680971640284,11.474684830858102,3.608470155568265,11.366420872969034,4.670479718316163,11.826210878899634,0,0,0,0,0
CENTRE,LEKIE,OKALA,SONG ONANA,22651,4.06667,11.31667,4.00833734002474,11.34947710252859,4.149623553135392,11.410254656985613,4.670479718316163,11.826210878899634,0,0,0,0,0
CENTRE,HAUTE-SANAGA,NKOTENG,KOMBO,21489,4.46667,12.03333,4.48257305169184,12.147788861626319,4.677837495672556,12.512664216059541,4.670479718316163,11.826210878899634,384,348,404,468,536
CENTRE,NYONG-ET-MFOUMOU,LEMBE YEZOUM,ENDANG,29245,4.16667,12.23333,4.262118592237971,12.193655000441177,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,224,197,229,266,305
CENTRE,LEKIE,EBEBDA,NDOUNDA,22482,4.45,11.36667,4.397256598691146,11.352639471754664,4.149623553135392,11.410254656985613,4.670479718316163,11.826210878899634,1029,900,1046,1211,1386
CENTRE,MFOUNDI,YAOUND̩ I,NYOM II,27861,3.98333,11.51667,3.9283105795625852,11.521649670874357,3.8084856225352923,11.512775943766274,4.670479718316163,11.826210878899634,0,0,0,0,0
CENTRE,MEFOU-ET-AFAMBA,ESSE,NGAT II,25657,4.01667,11.88333,4.096922249929961,11.853564240681854,3.9589643388184217,11.805045808502662,4.670479718316163,11.826210878899634,762,666,775,897,1027
CENTRE,NYONG-ET-SO,NKOL-M̩TET,EBOUFEK,21426,3.5,11.88333,3.4358281441471044,11.754338951151354,3.403646923163418,11.547625677484419,4.670479718316163,11.826210878899634,0,0,0,0,0
CENTRE,HAUTE-SANAGA,NANGA-EBOKO,EKANGA,21283,4.76667,12.48333,4.7525022895992555,12.44098697461055,4.677837495672556,12.512664216059541,4.670479718316163,11.826210878899634,602,526,612,709,811
ADAMAOUA,MBERE,DJOHONG,MADIBO MAROU,14488,6.75,14.53333,6.917732113736939,14.839191862960504,6.473257682994356,14.2128346207462,6.82571155897595,13.133156301509544,536,463,530,603,674
ADAMAOUA,DJEREM,TABATI,NGOUROU,11554,6.62237,12.41727,6.521627204080224,12.549671918554148,6.4592350143585815,12.722440953088144,6.82571155897595,13.133156301509544,0,0,0,0,0
SUD-OUEST,NDIAN,TOKO,IKOLI,16252,5.1342,9.1151,5.170104543296481,9.109493602567037,4.89107594326427,8.960709496289349,,,139,121,139,160,180
SUD-OUEST,KUPE-MANENGUBA,KONYE,NONGOMADIBA,12228,5.0227,9.444,4.870138760533074,9.348621206315567,5.120562536808391,9.599290439522152,,,1391,1206,1389,1591,1797
SUD-OUEST,KUPE-MANENGUBA,KONYE,SUPE,12228,5.01299,9.42069,4.870138760533074,9.348621206315567,5.120562536808391,9.599290439522152,,,1391,1206,1389,1591,1797
LITTORAL,MOUNGO,MANJO,NGOMBOMBENG,51588,4.9053,9.7123,4.8425627446752175,9.792625880605147,4.6723095183920424,9.76751665670151,4.270427500514314,10.130509508906568,1826,1587,1837,2118,2413
OUEST,KOUNG-KHI,DEMDING,BAHAM II,84428,5.39799,10.52839,5.320204197996263,10.514267528751004,5.34887568926664,10.471509167206897,,,0,0,0,0,0
OUEST,NOUN,FOUMBAN,NKOUGWENNJI,88358,5.78903,10.79942,5.7101872197823,10.878341180030185,5.645408937551902,10.915756333029485,,,1532,1330,1532,1755,1984
NORD-OUEST,MENCHUM,FURU-AWA,BANJA,74377,6.63333,10.28333,6.814443477407283,10.231711551666399,6.591482577041567,10.068684366185005,,,1742,1522,1763,2031,2305
ADAMAOUA,DJEREM,GALIM-TIGN̬RE,DJOUMBARE,11259,6.87995,12.35141,7.157028287438899,12.233165569942216,6.4592350143585815,12.722440953088144,6.82571155897595,13.133156301509544,0,0,0,0,0
ADAMAOUA,DJEREM,TABATI,TAPARE,11554,6.58198,12.27766,6.521627204080224,12.549671918554148,6.4592350143585815,12.722440953088144,6.82571155897595,13.133156301509544,0,0,0,0,0
NORD-OUEST,MOMO,AKWAYA,OGBARA,76129,6.2886,9.4922,6.134652596954154,9.448948521414524,5.983372900588761,9.817454892162662,,,1442,1260,1460,1681,1908
SUD-OUEST,MANYU,AKWAYA,MAKWE,14129,6.16438,9.48232,6.134652596954154,9.448948521414524,5.8240845162712995,9.372701031292118,,,1442,1251,1441,1651,1865
SUD-OUEST,KUPE-MANENGUBA,BANGEM,MBANG,12136,5.1309,9.6496,5.068854206449443,9.681742206703284,5.120562536808391,9.599290439522152,,,695,603,695,795,898
NORD-OUEST,MOMO,WIDIKUM-BOFF̩,MEKWECHA,76198,5.8682,9.619,5.939534075570218,9.709176400301603,5.983372900588761,9.817454892162662,,,0,0,0,0,0
SUD-OUEST,MANYU,EYUMODJOCK,MBAKEM,14237,5.73211,9.0962,5.605668780508144,8.975069975625077,5.8240845162712995,9.372701031292118,,,1222,1060,1220,1397,1579
OUEST,MENOUA,NKONG-ZEM,MELIO,85824,5.48243,10.16844,5.509764187803723,10.114957928954736,5.42090170577736,10.080194589482327,,,0,0,0,0,0
OUEST,KOUNG-KHI,DEMDING,DJIONGWO,84428,5.29221,10.49498,5.320204197996263,10.514267528751004,5.34887568926664,10.471509167206897,,,0,0,0,0,0
OUEST,MENOUA,NKONG-ZEM,TOUZONG,85824,5.44125,10.11148,5.509764187803723,10.114957928954736,5.42090170577736,10.080194589482327,,,0,0,0,0,0
OUEST,HAUT-NKAM,BANDJA,NDEMVENG,82456,5.2706,10.19099,5.263826283525167,10.22305841710049,5.157301111756902,10.183557407875464,,,1594,1384,1595,1828,2066
NORD-OUEST,DONGA-MANTUNG,MISAJE,AKONKO,73352,6.7,10.61667,6.702911197329883,10.546739303335938,6.632041204017561,10.799396617152835,,,3075,2687,3113,3585,4069
LITTORAL,SANAGA-MARITIME,NGWEI,MAPAN,53997,3.73333,10.21667,3.770649200302106,10.322695192784371,3.9447540478597345,10.309718674447312,4.270427500514314,10.130509508906568,362,629,728,839,955
LITTORAL,NKAM,YINGUI,NDOK NGONG,52649,4.41667,10.36667,4.440263787335095,10.343257138078041,4.531963833713757,10.160586124926946,4.270427500514314,10.130509508906568,191,167,193,223,254
LITTORAL,WOURI,DOUALA VI,KOMBO MOUKOKO,54163,3.97573,9.52876,3.9211701516074897,9.569179064517881,3.9969701164079794,9.664570921024948,4.270427500514314,10.130509508906568,281,488,565,652,743
LITTORAL,WOURI,DIBOMBARI,MOULANGA,54356,4.15,9.55,4.187049044853597,9.594319844101335,3.9969701164079794,9.664570921024948,4.270427500514314,10.130509508906568,705,613,709,817,931
EST,KADEI,MBANG,DJOUT,33928,4.01667,14.06667,3.9727088212995416,14.202145047558314,4.269504308570188,14.385959282063373,,,1094,947,1086,1235,1383
EST,KADEI,KENTZOU,BABELENGONZO,33751,4.35,14.78333,4.277035395593981,14.947829205277632,4.269504308570188,14.385959282063373,,,0,0,0,0,0
EST,BOUMBA-ET-NGOKO,SALAPOUMB̩,KINSASA TEKELE,31443,2.63333,15.36667,2.64561544329868,15.322793823382709,2.792630201494228,15.252466455912721,,,0,0,0,0,0
EST,HAUT-NYONG,ABONG-MBANG,MADOUMA,32193,3.96667,13.2,3.866231097087937,13.251461932429644,3.3378179795659753,13.58406563242841,,,1733,1499,1718,1954,2189
EST,KADEI,MBANG,DJOKNEBOUM,33928,4.0,14.0,3.9727088212995416,14.202145047558314,4.269504308570188,14.385959282063373,,,1094,947,1086,1235,1383
EST,KADEI,NGOURA,HOPI,33348,4.85,14.3,4.898026889931603,14.119179049310514,4.269504308570188,14.385959282063373,,,1841,1593,1826,2078,2327
CENTRE,HAUTE-SANAGA,NGUELEMENDOUKA,KOUAMBANG III,21312,4.43333,13.0,4.410868174551449,12.972563228553255,4.677837495672556,12.512664216059541,4.670479718316163,11.826210878899634,808,706,821,950,1087
EST,HAUT-NYONG,SOMALOMO,DJUELA,32289,3.33333,12.95,3.318784080214539,12.952078831858877,3.3378179795659753,13.58406563242841,,,229,198,227,258,289
CENTRE,HAUTE-SANAGA,MBOMA,MVANDA,21965,4.18333,12.83333,4.198737357348741,12.911074178919344,4.677837495672556,12.512664216059541,4.670479718316163,11.826210878899634,391,354,411,476,545
CENTRE,NYONG-ET-SO,NKOL-M̩TET,NKOLTOMBO,21426,3.38333,11.81667,3.4358281441471044,11.754338951151354,3.403646923163418,11.547625677484419,4.670479718316163,11.826210878899634,0,0,0,0,0
NORD-OUEST,BUI,NJIMOM,MABOUO,72756,5.97562,10.90644,5.894225979847994,10.941933627669037,6.217035006485909,10.736983188426876,,,943,1646,1907,2196,2493
OUEST,MENOUA,FOKOU̩,FOTEMENA,85434,5.3742,10.1053,5.330274176124364,10.119180069278597,5.42090170577736,10.080194589482327,,,0,0,0,0,0
OUEST,MIFI,FOUMBOT,NKWETKWET,86433,5.54383,10.62216,5.428866928463287,10.646273886287045,5.53614316164901,10.44127314151299,,,3362,2920,3365,3857,4359
NORD-OUEST,MOMO,WIDIKUM-BOFF̩,DICHE I,76198,5.8499,9.7555,5.939534075570218,9.709176400301603,5.983372900588761,9.817454892162662,,,0,0,0,0,0
SUD-OUEST,LEBIALEM,BALI,WONTOKO,13333,5.79352,10.02741,5.875261636244277,10.015516841783285,5.595993796915215,9.942039895840818,,,1815,1575,1814,2078,2347
NORD-OUEST,BUI,JAKIRI,MELIM,72275,6.13333,10.6,6.092454840495319,10.663630692127418,6.217035006485909,10.736983188426876,,,14051,12274,14219,16374,18584
OUEST,KOUNG-KHI,PETE-BANDJOUN,LEMLA,84691,5.36659,10.42722,5.393570664780993,10.442288721650987,5.34887568926664,10.471509167206897,,,0,0,0,0,0
OUEST,KOUNG-KHI,BAHAM,MBEM,84214,5.33404,10.42859,5.312472370187117,10.38153731515111,5.34887568926664,10.471509167206897,,,795,691,797,914,1033
LITTORAL,SANAGA-MARITIME,DOUALA VI,MBANGA,53363,3.75,9.65361,3.9211701516074897,9.569179064517881,3.6220770168755467,9.635390549760052,4.270427500514314,10.130509508906568,281,488,565,652,743
LITTORAL,WOURI,DIZANGU̩,SAKIMBANDA,54458,3.83694,9.88861,3.828037534737652,9.88411100430732,3.9969701164079794,9.664570921024948,4.270427500514314,10.130509508906568,0,0,0,0,0
LITTORAL,SANAGA-MARITIME,MOUANKO,YALOU,53712,3.68333,9.78333,3.605438439220657,9.826853176615419,3.6220770168755467,9.635390549760052,4.270427500514314,10.130509508906568,188,164,190,219,250
LITTORAL,WOURI,DIBAMBA,DJOUKOU,54268,4.13333,9.98333,4.017210760714709,10.06106451671984,3.9969701164079794,9.664570921024948,4.270427500514314,10.130509508906568,480,835,966,1113,1268
OUEST,NDE,NDOBIAN,DOUMLA,87917,4.93333,10.36667,4.959771493959429,10.32833439087885,5.074122217801153,10.60024372589252,,,0,0,0,0,0
CENTRE,NYONG-ET-MFOUMOU,ATOK,BALANDJWOK,29559,3.78333,12.83333,3.91785352724771,12.771574215257514,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,0,0,0,0,0
EST,HAUT-NYONG,MESSOCK,MASINS,32685,2.91667,13.98333,3.0483479768959674,14.170579482432656,3.3378179795659753,13.58406563242841,,,0,0,0,0,0
EST,KADEI,K̩TT̩,TEZOUKPE,33813,4.88333,14.55,4.774672938476205,14.519599799776936,4.269504308570188,14.385959282063373,,,0,0,0,0,0
CENTRE,NYONG-ET-MFOUMOU,ATOK,EFOULAN,29559,3.9,12.61667,3.91785352724771,12.771574215257514,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,0,0,0,0,0
SUD,MVILA,BIWONG-BAN̩,NKOLONYE,92243,3.15,11.11667,3.092059955612704,11.094260254120824,2.827797300383114,11.415283935452997,,,0,0,0,0,0
SUD,OCEAN,AKOM II,MVIE,93141,2.88333,10.58333,2.8229631098121892,10.442867353742946,2.908154115762212,10.30469702906662,,,657,566,645,731,816
SUD,MVILA,BIWONG-BAN̩,KONGOLOU,92243,2.98333,11.11667,3.092059955612704,11.094260254120824,2.827797300383114,11.415283935452997,,,0,0,0,0,0
SUD,VALLEE-DU-NTEM,OLAMZ̩,MINKAN,94769,2.31667,11.0,2.2153580251802665,10.973496547334907,2.454081938581572,10.9541820253678,,,0,0,0,0,0
SUD,MVILA,BIWONG-BULU,ENDAMEYOS,92384,2.71667,11.75,2.7750982234334236,11.553085903796063,2.827797300383114,11.415283935452997,,,344,592,675,765,854
SUD,DJA-ET-LOBO,MEYOMESSALA,TACHING,91342,2.93333,12.28333,3.090845726201783,12.255440931865783,2.773818687806856,12.609007007639041,,,539,463,528,598,669
NORD,MAYO-LOUTI,DEMBO,LAINDE TCHAKOUM,63443,9.84073,13.46236,9.756033737608979,13.529277015454515,9.936812363058793,13.804444931788375,,,238,209,242,279,317
NORD,MAYO-REY,MADINGRING,TOKOLONWA,64455,8.6684,14.9368,8.235468726440239,14.986293169466405,8.108038646384532,14.477083632157669,,,1530,1340,1553,1788,2028
SUD,VALLEE-DU-NTEM,AMBAM,MEDOUMOU,94151,2.43333,11.31667,2.4741085180790106,11.255093071900614,2.454081938581572,10.9541820253678,,,1058,912,1041,1180,1316
SUD,MVILA,NGOUL̩MAKONG,BIKOBO,92336,3.01667,11.66667,3.0847959019439193,11.484593129178274,2.827797300383114,11.415283935452997,,,0,0,0,0,0
SUD,MVILA,BIWONG-BULU,NKOLEBAN,92384,2.7,11.55,2.7750982234334236,11.553085903796063,2.827797300383114,11.415283935452997,,,344,592,675,765,854
SUD,MVILA,AMBAM,NKOHYO,92151,2.45,11.46667,2.4741085180790106,11.255093071900614,2.827797300383114,11.415283935452997,,,1058,912,1041,1180,1316
NORD,MAYO-REY,REY-BOUBA,LIMBATMI,64776,8.8399,14.2404,8.7991347631511,14.364461134229646,8.108038646384532,14.477083632157669,,,1367,1196,1387,1598,1813
NORD,BENOUE,REY-BOUBA,GAINA,61376,8.8566,13.97635,8.7991347631511,14.364461134229646,9.227680656415943,13.486976595779472,,,1367,1196,1387,1598,1813
NORD,MAYO-LOUTI,BASCH̩O,GOLARE,63175,9.96312,13.29187,9.78958640629458,13.363668260318406,9.936812363058793,13.804444931788375,,,0,0,0,0,0
EXTREME-NORD,MAYO-SAVA,KOZA,KOKORDONA,45214,10.86621,13.90265,10.896038787285242,13.895646715423958,11.06469692714163,14.156709827813243,,,481,424,495,574,655
EXTREME-NORD,DIAMARE,MAROUA I,BILMITI,41526,10.59685,14.22211,10.549175255618241,14.270051310442382,10.667049618712413,14.35913441270984,,,4382,7723,9013,10448,11928
EXTREME-NORD,LOGONE-ET-CHARI,GOULFEY,NGAME II,42427,12.21384,14.73317,12.43622912082223,14.730014484842426,11.999404762234462,14.662177082942428,,,550,485,566,657,750
EXTREME-NORD,MAYO-DANAY,GU̩R̩,MIOGOY,43622,10.19188,15.4019,10.096805111520911,15.313342117699825,10.397036816162558,15.076400151376935,,,0,0,0,0,0
EXTREME-NORD,MAYO-KANI,TOULOUM,MAYO HOUDO,44338,10.22974,14.69169,10.195441584613668,14.838882921150716,10.242178218182143,14.514272175670587,,,0,0,0,0,0
EXTREME-NORD,MAYO-SAVA,KOLOFATA,BAKARISSA,45198,11.06843,13.97846,11.15614015159263,14.0245510413769,11.06469692714163,14.156709827813243,,,1251,1103,1287,1492,1704
EXTREME-NORD,MAYO-SAVA,MOZOGO,MOGODA,45552,11.01129,13.85024,11.02831088174563,13.877204869573816,11.06469692714163,14.156709827813243,,,0,0,0,0,0
EXTREME-NORD,MAYO-DANAY,MAGA,NGOULMOUN,43199,10.91912,14.98437,10.886018934996743,14.932259166165949,10.397036816162558,15.076400151376935,,,2805,2472,2885,3345,3819
CENTRE,NYONG-ET-MFOUMOU,AKONOLINGA,ATOUT,29367,3.98333,12.41667,3.8353759822654436,12.30879091244994,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,117,409,475,551,630
CENTRE,LEKIE,OKALA,NGONG,22651,4.08333,11.38333,4.00833734002474,11.34947710252859,4.149623553135392,11.410254656985613,4.670479718316163,11.826210878899634,0,0,0,0,0
CENTRE,MBAM-ET-INOUBOU,KIIKI,ROUM,23417,4.73333,11.13333,4.684406098966194,11.139315020146773,4.731172516683585,10.965955783471026,4.670479718316163,11.826210878899634,707,1234,1435,1662,1902
CENTRE,MEFOU-ET-AKONO,BIKOK,NKONGNEN II,26249,3.46667,11.4,3.548307543068042,11.427443574857113,3.608470155568265,11.366420872969034,4.670479718316163,11.826210878899634,784,691,804,932,1065
CENTRE,NYONG-ET-MFOUMOU,LEMBE YEZOUM,MVE,29245,4.26667,12.33333,4.262118592237971,12.193655000441177,3.859576245627321,12.335017556868939,4.670479718316163,11.826210878899634,224,197,229,266,305
CENTRE,NYONG-ET-SO,NKOL-M̩TET,NKOLEKABELI,21426,3.45,11.78333,3.4358281441471044,11.754338951151354,3.403646923163418,11.547625677484419,4.670479718316163,11.826210878899634,0,0,0,0,0
CENTRE,LEKIE,SA'A,NKOLMEYOS,22836,4.26667,11.48333,4.340311199764998,11.484997067593891,4.149623553135392,11.410254656985613,4.670479718316163,11.826210878899634,1893,1654,1923,2227,2547
CENTRE,NYONG-ET-KELLE,MATOMB,MAMBINE,28952,3.75,11.1,3.822170412380506,11.083559422602471,3.714239507085398,10.818585738410327,4.670479718316163,11.826210878899634,861,753,876,1015,1161
SUD,DJA-ET-LOBO,MEYOMESSALA,MEZAA II,91342,3.16667,12.18333,3.090845726201783,12.255440931865783,2.773818687806856,12.609007007639041,,,539,463,528,598,669
NORD,FARO,NGONG,NAPSA,62567,8.63252,13.2081,8.967880134334004,13.291565377857191,8.250425621453694,12.883983494475139,,,0,0,0,0,0
NORD,BENOUE,TOUROUA,KORMORI,61454,9.13333,12.95,9.04125247379115,12.994874592152396,9.227680656415943,13.486976595779472,,,1019,894,1036,1194,1355
NORD,FARO,B̩KA,KOMNI,62173,8.73333,12.73333,8.616743570805905,12.620000651919414,8.250425621453694,12.883983494475139,,,0,0,0,0,0
NORD,MAYO-LOUTI,FIGUIL,PONILA,63523,9.78333,13.96667,9.918279603457481,14.068884393272418,9.936812363058793,13.804444931788375,,,1532,1342,1556,1793,2035
NORD,FARO,B̩KA,KINLE,62173,8.59499,13.02771,8.616743570805905,12.620000651919414,8.250425621453694,12.883983494475139,,,0,0,0,0,0
NORD,BENOUE,PITOA,POUSSANE,61233,9.56365,13.51388,9.470666217186587,13.619683439107547,9.227680656415943,13.486976595779472,,,1535,1345,1559,1795,2036
NORD,MAYO-LOUTI,HINA,BADAY,63775,10.17318,13.94185,10.325761675302335,13.819962509275898,9.936812363058793,13.804444931788375,,,657,576,668,770,874
NORD,MAYO-REY,B̩LEL,BILANGYA,64165,7.31667,14.7,7.077322801362965,14.354686465391634,8.108038646384532,14.477083632157669,,,0,0,0,0,0
NORD,BENOUE,GAROUA III,SANGUERE,61786,9.26667,13.46667,9.256014727377545,13.465362135316816,9.227680656415943,13.486976595779472,,,898,1572,1822,2099,2381
EXTREME-NORD,LOGONE-ET-CHARI,MAKARY,GOURA,42814,12.33651,14.51381,12.421286601426518,14.527017115106467,11.999404762234462,14.662177082942428,,,0,0,0,0,0
