Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
NDITSI,MEFOU-ET-AFAMBA,AFANLOUM,CENTRE,25119,778,4.13333,12.01667,2010
SOMBO,NYONG-ET-KELLE,BIYOUHA,CENTRE,28122,1178,3.88333,10.7,2010
YEBE,NYONG-ET-MFOUMOU,AYOS,CENTRE,29674,507,4.08333,12.55,2010
HAM,NYONG-ET-KELLE,DIBANG,CENTRE,28415,1160,3.98333,10.81667,2010
NKOLNLONG II,MEFOU-ET-AKONO,AKONO,CENTRE,26176,318,3.46667,11.23333,2010
MENGANE,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,197,4.25,12.36667,2010
BIMVIA,MEFOU-ET-AKONO,AKONO,CENTRE,26176,318,3.48333,11.36667,2010
ALEN,NYONG-ET-MFOUMOU,MEYOMESSALA,CENTRE,29642,471,3.31667,12.25,2010
MAAMENYIN,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.98333,11.78333,2010
NKOLMEKE,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,251,3.35,12.43333,2010
BITANE,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,1863,2.76667,10.9,2010
NAKE BONGWANA,MEME,KUMBA I,SUD-OUEST,15567,6085,4.5687,9.2846,2010
PONDIMOUN,NOUN,KOUTABA,OUEST,88592,830,5.67013,10.7888,2010
BABEI,NDE,BAZOU,OUEST,87421,450,5.13187,10.42505,2010
MESSENG,HAUTS-PLATEAUX,BAFOUSSAM III,OUEST,83192,2722,5.42744,10.37495,2010
NKOUPOUO'LOUM,NOUN,FOUMBAN,OUEST,88358,1330,5.67524,10.81015,2010
NJINSEN,NOUN,FOUMBAN,OUEST,88358,1330,5.72659,10.9824,2010
OURO HAOUSSAS,BENOUE,PITOA,NORD,61233,1345,9.36667,13.56667,2010
NGALBI,BENOUE,GACHIGA,NORD,61443,0,9.45068,13.34411,2010
GOLA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.96364,13.67512,2010
MBANG,MBERE,BÃ©LEL,ADAMAOUA,14165,0,7.16667,14.48333,2010
BOUTOUZA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.06386,13.35451,2010
DJAKON,MAYO-REY,TOUBORO,NORD,64967,1757,7.42856,15.31519,2010
GOBOUM,MAYO-LOUTI,HINA,NORD,63775,576,10.15876,13.80075,2010
DAFA,MAYO-LOUTI,GUIDER,NORD,63639,2232,9.97978,13.75457,2010
TIGUERE,MAYO-LOUTI,BIBEMI,NORD,63256,108,9.5258,14.0683,2010
HORARE BADJABOU,BENOUE,REY-BOUBA,NORD,61376,1196,9.0225,14.2868,2010
DOUROY,BENOUE,REY-BOUBA,NORD,61376,1196,9.0511,14.4015,2010
MBA LAINDE,MAYO-REY,TOUBORO,NORD,64967,1757,7.7949,15.4421,2010
ZOULOUM,LOGONE-ET-CHARI,ZINA,EXTREME-NORD,42142,417,11.44543,15.04297,2010
MAZANDAY,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.67691,13.94582,2010
PANAKA,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,579,10.41257,13.8107,2010
MAZAM,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.76102,13.96932,2010
KRENAK,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.36288,14.46888,2010
MEWI,MAYO-DANAY,MAGA,EXTREME-NORD,43199,2472,10.88414,14.87639,2010
GADALAO,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2054,10.59611,13.9813,2010
TEKI,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.59993,13.60898,2010
ABOU TABILO,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,485,12.45,14.66667,2010
CHERIVE,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1103,11.28962,13.97378,2010
NDANGING,LEKIE,ELIG-MFOMO,CENTRE,22641,639,4.1,11.33333,2010
EKOM,MEFOU-ET-AFAMBA,NKOLAFAMBA,CENTRE,25159,430,3.85,11.7,2010
NGOMBE II,HAUTE-SANAGA,MINTA,CENTRE,21192,497,4.76667,13.16667,2010
ABEM,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,409,3.7,12.3,2010
DANBOURA,MBERE,MEIGANGA,ADAMAOUA,14646,1851,6.63333,14.28333,2010
NUMBA,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.8389,9.7143,2010
BACHE,MANYU,AKWAYA,SUD-OUEST,14129,1251,5.94648,9.30689,2010
IWAI,NDIAN,TOKO,SUD-OUEST,16252,121,5.0538,9.0496,2010
NTSA,MENOUA,NKONG-ZEM,OUEST,85824,0,5.4992,10.10053,2010
NJOR,MOMO,NIJKWA,NORD-OUEST,76823,0,6.0652,9.7734,2010
BINKOU,SANAGA-MARITIME,DIBAMBA,LITTORAL,53168,835,3.96667,10.16667,2010
MOUMBA,MOUNGO,EBONE,LITTORAL,51273,0,4.76667,10.0,2010
BONALAMBO,MOUNGO,BONALÃ©A,LITTORAL,51115,0,4.3291,9.8353,2010
SALANGUE,NYONG-ET-MFOUMOU,KOBDOMBO,CENTRE,29111,0,4.1,12.81667,2010
BELI,KADEI,KENTZOU,EST,33751,0,4.2,14.98333,2010
LOULOU,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,706,4.43333,12.95,2010
KAGNOL II,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.1,14.5,2010
BUBA,MOUNGO,MOMBO,LITTORAL,51764,400,4.6343,9.6122,2010
NJOUMA SONGO,WOURI,DOUALA VI,LITTORAL,54163,488,3.88333,9.43333,2010
KOUM,MOUNGO,PENJA,LITTORAL,51187,0,4.4583,9.7855,2010
DIONGO,FAKO,TIKO,SUD-OUEST,11256,4868,4.2,9.46667,2010
NAMBALO,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.26667,14.65,2010
TONGO,LOM-ET-DJEREM,NGOURA,EST,34148,1593,5.18333,14.0,2010
BELKONGOU,KADEI,KENTZOU,EST,33751,0,4.31667,14.85,2010
OLOUNOU,NYONG-ET-SO,ENDOM,CENTRE,21661,380,3.36667,12.08333,2010
GORORI,BUI,BANKIM,NORD-OUEST,72162,2952,6.25,11.28333,2010
MANBARLA,DJEREM,TABATI,ADAMAOUA,11554,0,6.39223,12.57797,2010
DJAORO BAKARI,DJEREM,MARTAP,ADAMAOUA,11396,1365,6.87394,12.9966,2010
TSCHAMBA,MAYO-BANYO,BANKIM,ADAMAOUA,13162,2923,6.31667,11.46667,2010
ATAKPARA,NDIAN,KOMBO-ABEDIMO,SUD-OUEST,16725,0,4.6156,8.5865,2010
INUA MBA,NDIAN,IDABATO,SUD-OUEST,16526,236,4.5224,8.6758,2010
OBONYI III,MANYU,AKWAYA,SUD-OUEST,14129,1251,6.1289,9.2863,2010
ELOUM,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,603,5.03757,9.73456,2010
ETUKU,MANYU,TINTO,SUD-OUEST,14468,0,5.70897,9.56398,2010
LIKOKO MIMBIA,FAKO,BUEA,SUD-OUEST,11235,6152,4.1448,9.2275,2010
TALANGAYE,KUPE-MANENGUBA,NGUTI,SUD-OUEST,12751,927,5.14984,9.38247,2010
ESSINGI,MANYU,AKWAYA,SUD-OUEST,14129,1251,6.2946,9.4258,2010
MEKA,NDIAN,MUDEMBA,SUD-OUEST,16151,0,4.9234,8.9404,2010
BANDJINSI,BAMBOUTOS,MBOUDA,OUEST,81756,1581,5.54468,10.28365,2010
MAATAM,NOUN,KOUTABA,OUEST,88592,830,5.61647,10.73115,2010
NKOUPA NGANOU,NOUN,FOUMBAN,OUEST,88358,1330,5.77983,10.8452,2010
NOK,MIFI,PENKA-MICHEL,OUEST,86957,863,5.49226,10.28888,2010
MVE III,MENOUA,DSCHANG,OUEST,85334,1905,5.39924,10.06814,2010
NGONDJOU,NDE,BAZOU,OUEST,87421,450,5.09517,10.45643,2010
NGWANG,HAUTS-PLATEAUX,BAFOUSSAM III,OUEST,83192,2722,5.44061,10.35301,2010
BABUNGO,NGO-KETUNJIA,BABESSI,NORD-OUEST,77118,5839,6.06667,10.43333,2010
NDOUMBEN,MIFI,FOUMBOT,OUEST,86433,2920,5.5184,10.61324,2010
MFELAP,NOUN,NJIMOM,OUEST,88156,1637,5.82435,10.90399,2010
DIMAKO I,KADEI,BATOURI,EST,33158,1354,4.38333,14.38333,2010
GAROUA,LOM-ET-DJEREM,NGOURA,EST,34148,3281,5.13333,14.0,2010
MEPOUTA,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.08333,14.88333,2010
ITONDEFANG,OCEAN,CAMPO,SUD,93393,145,2.43333,9.83333,2010
NKOEKOUK,OCEAN,EFOULAN,SUD,93513,1042,3.06667,10.71667,2010
MBONDO,MVILA,MENGONG,SUD,92859,541,2.91667,11.33333,2010
AFAN,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,1863,2.65,10.88333,2010
NGOAZIP I,MVILA,BIWONG-BANÃ©,SUD,92243,0,3.05,11.03333,2010
VOKLERE,MAYO-REY,TOUBORO,NORD,64967,1757,7.4414,15.387,2010
NGALAN,MVILA,BIWONG-BANÃ©,SUD,92243,0,2.93333,11.11667,2010
BILLI,VALLEE-DU-NTEM,AMBAM,SUD,94151,912,2.43333,11.21667,2010
BOUPI,FARO,LAGDO,NORD,62357,265,8.51184,13.36542,2010
DJARENGOL,MAYO-LOUTI,GUIDER,NORD,63639,2232,9.77121,13.86733,2010
DOUKOUROUM,BENOUE,REY-BOUBA,NORD,61376,1196,9.0349,14.1403,2010
GODJI,MAYO-REY,REY-BOUBA,NORD,64776,1196,8.6627,14.1507,2010
TAKASKOU,BENOUE,GAROUA II,NORD,61682,10761,9.35788,13.41785,2010
OURO LABO,BENOUE,GAROUA III,NORD,61786,1572,9.14927,13.57593,2010
MANAWATCHI,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1103,11.00785,14.03094,2010
MANGAFE DOUBOUWOL,MAYO-SAVA,TOKOMBÃ©RÃ©,EXTREME-NORD,45889,0,10.91105,14.26052,2010
MITCHIMI,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,1536,10.22233,13.53196,2010
POPOY,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.1278,13.60175,2010
GADAKARAL DJADJIL,DIAMARE,BOGO,EXTREME-NORD,41171,1327,10.77153,14.56162,2010
TOUPERE,DIAMARE,DARGALA,EXTREME-NORD,41219,727,10.52055,14.59441,2010
CHARIF-MOUSSARI,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.10527,13.92978,2010
MADA,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.79978,13.94542,2010
MASSIO,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.54965,14.46026,2010
NDAAOUAN,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,424,10.81974,13.91247,2010
REQUE,DIAMARE,BOGO,EXTREME-NORD,41171,1990,10.81704,14.71901,2010
MAYA,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,10.94733,14.45415,2010
ZIDA,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.79716,13.96877,2010
NIGUE,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,510,12.39799,14.21729,2010
MANDJOK,NYONG-ET-KELLE,ÃSÃ©KA,CENTRE,28644,0,3.55,10.88333,2010
NGOUGOUMOU,MEFOU-ET-AFAMBA,AFANLOUM,CENTRE,25119,778,4.2,12.08333,2010
NDOMBAM,HAUTE-SANAGA,NKOTENG,CENTRE,21489,348,4.61667,12.25,2010
NKOLKOUMOU,MFOUNDI,YAOUNDÃ© VII,CENTRE,27512,0,3.86667,11.4,2010
OLELA,MEFOU-ET-AFAMBA,AWAÃ©,CENTRE,25245,0,3.98333,11.81667,2010
KOENGBOE,MBAM-ET-KIM,NGAMBÃ©-TIKAR,CENTRE,24364,0,5.46667,11.63333,2010
NTO,LEKIE,OBALA,CENTRE,22589,2863,4.08333,11.51667,2010
ASOK,MEFOU-ET-AKONO,NGOMEDZAP,CENTRE,26396,92,3.4,11.25,2010
MVOMEKAA,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,463,3.11667,12.26667,2010
MEUSE,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,251,3.5,12.48333,2010
NAFITANGO,BENOUE,BIBEMI,NORD,61256,108,9.19897,13.98119,2010
GUEGHEDJE,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,10.02165,13.34974,2010
TCHAMLI,FARO,BÃ©KA,NORD,62173,0,8.7,12.71667,2010
SANGUERE,MAYO-LOUTI,GUIDER,NORD,63639,2232,9.91743,13.94284,2010
DAMPTA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.0138,13.56214,2010
FOUMBANG,MAYO-REY,TOUBORO,NORD,64967,1757,7.9,14.65,2010
BASCHEO,BENOUE,BASCHÃ©O,NORD,61175,0,9.67222,13.37222,2010
NDOUROU,MAYO-REY,TOUBORO,NORD,64967,1757,7.78333,14.55,2010
DOUGUE,BENOUE,BIBEMI,NORD,61256,108,9.24155,13.74126,2010
DJEK-DJEK,MAYO-LOUTI,GUIDER,NORD,63639,2232,9.91343,13.71921,2010
SAOURINGWA,MAYO-KANI,TCHATIBALI,EXTREME-NORD,44293,4221,10.03463,14.8736,2010
MILIE II,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.53681,14.44594,2010
MARBAY,MAYO-TSANAGA,NDOUKOULA,EXTREME-NORD,46824,645,10.39759,14.01171,2010
AMCHILGA,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,510,12.52634,14.38167,2010
MAOUAK,MAYO-SAVA,KOZA,EXTREME-NORD,45214,424,10.87962,13.91234,2010
PITOA,DIAMARE,MAROUA I,EXTREME-NORD,41526,7723,10.51716,14.22723,2010
TAKAY,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,10.87701,14.53725,2010
GOUELEDJE,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.02824,13.87567,2010
KELLE-MPEK,SANAGA-MARITIME,MESSONDO,LITTORAL,53676,1021,3.61667,10.35,2010
ATOKZOK,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.38333,11.63333,2010
KINDING,NDE,MAKENENE,OUEST,87627,2685,4.91667,10.73333,2010
MINTOM,MVILA,EBOLOWA I,SUD,92454,1863,2.95,10.96667,2010
SONKOUE,MVILA,EBOLOWA II,SUD,92529,1872,2.76667,11.31667,2010
NKO-ETYE,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.91667,11.76667,2010
MELANGE,NYONG-ET-KELLE,EFOULAN,CENTRE,28513,1059,3.18333,10.83333,2010
BINDA MEYOS,MVILA,AMBAM,SUD,92151,912,2.58333,11.3,2010
ETONDO,MVILA,MENGONG,SUD,92859,541,2.96667,11.46667,2010
NGAOUI,MBERE,NGAOUI,ADAMAOUA,14742,10423,6.74222,14.94889,2010
BAKEBE I,MANYU,TINTO,SUD-OUEST,14468,0,5.5654,9.5595,2010
EKONEMAN OJONG,NDIAN,TOKO,SUD-OUEST,16252,121,5.3177,8.916,2010
OBANG,MANYU,EYUMODJOCK,SUD-OUEST,14237,1060,5.92242,9.13705,2010
FONJUNGO-FONKE,MENOUA,MENJI,OUEST,85655,0,5.3955,9.8954,2010
KWO'LIE,HAUTS-PLATEAUX,BANDJA,OUEST,83456,1384,5.33429,10.22734,2010
NCHOUTKEKE,NOUN,KOUTABA,OUEST,88592,830,5.60863,10.70562,2010
DENDEU,MIFI,BAFOUSSAM III,OUEST,86392,2722,5.48457,10.36366,2010
NTSIT,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,824,5.3575,10.26213,2010
FELA,MENOUA,PENKA-MICHEL,OUEST,85957,863,5.40329,10.22472,2010
TOUNGANG,MIFI,BAFOUSSAM III,OUEST,86392,2722,5.49209,10.4183,2010
TATA,BAMBOUTOS,GALIM,OUEST,81677,1272,5.67929,10.38139,2010
NJIMVE,NOUN,FOUMBAN,OUEST,88358,1330,5.62556,10.89958,2010
TCHUENTIM,BAMBOUTOS,BATCHAM,OUEST,81593,851,5.61479,10.2349,2010
MANYITNGWEN,NOUN,KOUTABA,OUEST,88592,830,5.61857,10.76509,2010
FITIM,MAYO-LOUTI,GUIDER,NORD,63639,2232,9.95213,13.7605,2010
OURO BOBBO,BENOUE,GAROUA I,NORD,61565,9634,9.26596,13.27946,2010
YELBA,FARO,BÃ©KA,NORD,62173,0,8.45,12.51667,2010
ADJIA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.8873,13.60674,2010
NDIYAM BAILOUM,BENOUE,LAGDO,NORD,61857,265,8.77488,13.77877,2010
NDANGA,MAYO-REY,TOUBORO,NORD,64967,1757,7.4625,15.43736,2010
BAO HOSSERE,DIAMARE,MAROUA I,EXTREME-NORD,41526,7723,10.53819,14.28501,2010
OURO MALA,DIAMARE,DARGALA,EXTREME-NORD,41219,727,10.49157,14.51198,2010
GUETEFEHE,MAYO-SAVA,KOZA,EXTREME-NORD,45214,424,10.93856,13.98342,2010
MBARTALLA II,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.63676,14.27205,2010
MANDJAKMA,MAYO-DANAY,TCHATIBALI,EXTREME-NORD,43393,4221,10.01332,14.90344,2010
BARI AHMADOU,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1083,12.83891,14.55476,2010
SARVAK,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2054,10.70657,13.79125,2010
EKOKO I,MFOUNDI,MFOU,CENTRE,27492,1106,3.68333,11.53333,2010
MFIDA,MEFOU-ET-AKONO,AKONO,CENTRE,26176,318,3.46667,11.3,2010
NKOLZOMO,LEKIE,SA'A,CENTRE,22836,1654,4.3,11.51667,2010
MALANDE,MEFOU-ET-AKONO,NGOUMOU,CENTRE,26445,586,3.56667,11.21667,2010
LABAYE,MBERE,MEIGANGA,ADAMAOUA,14646,1851,6.71667,14.43333,2010
SMALL EKOMBE,MEME,KUMBA I,SUD-OUEST,15567,6085,4.6126,9.3814,2010
BOBANGUE,NDIAN,TOKO,SUD-OUEST,16252,121,5.1262,9.1698,2010
TAKWO,MOMO,AKWAYA,NORD-OUEST,76129,1260,6.13615,9.60482,2010
BEOKOMA,NDIAN,DIKOME-BALUE,SUD-OUEST,16216,0,4.8739,9.0964,2010
MAKOUO'NCHA,NOUN,KOUTABA,OUEST,88592,830,5.72438,10.78625,2010
CHA,BOYO,FUNDONG,NORD-OUEST,71425,5437,6.46667,10.23333,2010
NTEM,BUI,NWA,NORD-OUEST,72125,15218,6.33333,11.08333,2010
DOUMBWO,MENOUA,FOKOUÃ©,OUEST,85434,0,5.39592,10.11106,2010
ATVEBE,MOMO,NIJKWA,NORD-OUEST,76823,0,6.09511,9.86677,2010
BANGUEM,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,603,5.0856,9.7696,2010
MBINJONG,MANYU,MAMFE,SUD-OUEST,14357,0,5.65151,9.47389,2010
BIUKU,FAKO,BUEA,SUD-OUEST,11235,6152,4.1143,9.2463,2010
BACHUO AKAGBE,MANYU,MAMFE,SUD-OUEST,14357,0,5.69105,9.4433,2010
FAMLA',KOUNG-KHI,DEMDING,OUEST,84428,0,5.31901,10.46174,2010
NJIPE'TOUEN,NOUN,KOUTABA,OUEST,88592,830,5.69981,10.77569,2010
MANGOUM,MIFI,KOUOPTAMO,OUEST,86694,874,5.66204,10.57592,2010
NGWEN-NJIAMGBIE,MIFI,KOUOPTAMO,OUEST,86694,585,5.66844,10.55322,2010
FOYEMTCHA,HAUT-NKAM,KÃ©KEM,OUEST,82959,0,5.20913,10.07372,2010
BOBA,NDE,BASSAMBA,OUEST,87214,151,5.11097,10.56184,2010
MBOUSSA SENGUE,WOURI,DOUALA I,LITTORAL,54597,72488,4.0186,9.6744,2010
NDOKAK,NKAM,YABASSI,LITTORAL,52582,332,4.41667,10.08333,2010
BONEYAN,WOURI,BONALÃ©A,LITTORAL,54115,0,4.3168,9.7375,2010
MANGAMBA,FAKO,MUYUKA,SUD-OUEST,11117,3994,4.2456,9.4344,2010
NYOUDEM,LEKIE,NYANON,CENTRE,22484,1021,4.2,10.93333,2010
AKONG,KADEI,MBANG,EST,33928,947,3.96667,14.2,2010
MPAND,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.75,12.63333,2010
KOUETDJINA,HAUT-NYONG,NGUÃ©LÃ©BOK,EST,32165,0,3.91667,13.75,2010
MBELEBINA,LOM-ET-DJEREM,OULI,EST,34278,0,5.15,14.53333,2010
KOUA,NYONG-ET-MFOUMOU,MESSAMÃ©NA,CENTRE,29521,0,3.61667,12.66667,2010
MBALAM,HAUT-NYONG,NGOYLA,EST,32997,318,2.21667,13.81667,2010
MABOBE,MOUNGO,LOUM,LITTORAL,51421,1960,4.6306,9.9293,2010
YAVI,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,164,3.62139,9.79472,2010
NDOKBOM II,NKAM,YINGUI,LITTORAL,52649,167,4.6,10.26667,2010
BINOUM,LEKIE,NYANON,CENTRE,22484,1021,4.23333,11.03333,2010
DIPENDI,SANAGA-MARITIME,ÃDÃ©A I,LITTORAL,53346,0,3.615,9.94806,2010
BODJONGO,WOURI,DOUALA IV,LITTORAL,54839,31007,4.0863,9.6208,2010
EKOMTOLO,MOUNGO,EBONE,LITTORAL,51273,0,4.8309,9.9106,2010
NGALANDO,KADEI,NDÃ©LÃ©LÃ©,EST,33284,0,4.13333,14.61667,2010
BAMEKOK,KADEI,MBANG,EST,33928,947,4.2,14.15,2010
LIKONGE,NYONG-ET-KELLE,MAKAK,CENTRE,28737,2717,3.41667,10.98333,2010
MBWE I,BAMBOUTOS,BATCHAM,OUEST,81593,851,5.55798,10.2352,2010
MVEZENGAM,MIFI,BAFOUSSAM II,OUEST,86271,10493,5.57081,10.37204,2010
BAKO,MOMO,NIJKWA,NORD-OUEST,76823,0,6.203,9.8357,2010
MGBANKOUP,MIFI,KOUTABA,OUEST,86792,830,5.57704,10.67866,2010
BAZENGAM,MIFI,BAFOUSSAM II,OUEST,86271,10493,5.56042,10.37178,2010
LOGBI,SANAGA-MARITIME,NGWEI,LITTORAL,53997,629,3.81667,10.38333,2010
KONGA,MOUNGO,EBONE,LITTORAL,51273,0,4.7724,9.94,2010
NDOKNYAM,NKAM,YABASSI,LITTORAL,52582,332,4.25,10.16667,2010
MOUNDIA,KADEI,BATOURI,EST,33158,1354,4.3,14.4,2010
GOGAZI,KADEI,KÃ©TTÃ©,EST,33813,0,4.91667,14.36667,2010
ANDON,DJA-ET-LOBO,OVENG,SUD,91725,286,2.4,12.18333,2010
TONDEFOM,OCEAN,CAMPO,SUD,93393,145,2.36667,9.85,2010
MINYIN,VALLEE-DU-NTEM,AMBAM,SUD,94151,912,2.38333,11.31667,2010
ADJAP,MVILA,EBOLOWA I,SUD,92454,1863,2.93333,11.05,2010
AKOALOUI,MVILA,SANGMÃ©LIMA,SUD,92453,0,2.9,11.91667,2010
NKOOLONG,OCEAN,CAMPO,SUD,93393,145,2.55,10.03333,2010
MADONG,NYONG-ET-KELLE,LOLODORF,CENTRE,28638,813,3.28333,10.76667,2010
LAINDE GUEBADI,BENOUE,BIBEMI,NORD,61256,108,9.2441,14.2896,2010
NGOM,MVILA,AMBAM,SUD,92151,912,2.55,11.3,2010
TILBIT,MAYO-LOUTI,HINA,NORD,63775,576,10.18527,13.92237,2010
LARIA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.89099,13.32293,2010
DJIM,BENOUE,MAYO-HOURNA,NORD,61988,0,9.20538,13.21869,2010
FOUI,BENOUE,PITOA,NORD,61233,1345,9.41055,13.66255,2010
TIBALE,MAYO-DANAY,DATCHÃ©KA,EXTREME-NORD,43313,0,9.97535,15.08328,2010
OUSSADA,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.19877,14.78867,2010
GOULONG AGOU,MAYO-KANI,TOULOUM,EXTREME-NORD,44338,0,10.26398,14.74511,2010
DJENRENG,MAYO-DANAY,GUÃ©RÃ©,EXTREME-NORD,43622,0,10.06441,15.22379,2010
MOKON,MAYO-TSANAGA,GAZAWA,EXTREME-NORD,46228,685,10.52979,13.98736,2010
KOSSOM,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,579,10.45369,13.91517,2010
LARA,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.17815,14.51007,2010
KILDA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,424,10.83225,13.89912,2010
DOUGMAYA,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,485,12.52375,14.73531,2010
SILI,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,1536,10.33469,13.55612,2010
PETCHIME,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,424,10.84368,13.85932,2010
DJEREDJAO,MAYO-DANAY,KALFOU,EXTREME-NORD,43829,1569,10.25978,14.93377,2010
MBENDZI,HAUTE-SANAGA,NKOTENG,CENTRE,21489,348,4.73333,12.01667,2010
ANDOM,HAUTE-SANAGA,MBOMA,CENTRE,21965,354,4.2,12.76667,2010
ELONG,LEKIE,EBEBDA,CENTRE,22482,900,4.33333,11.31667,2010
NGOUBOU,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,409,3.71667,12.21667,2010
OZOM NKOLAFEME,MFOUNDI,YAOUNDÃ© VII,CENTRE,27512,0,3.88333,11.41667,2010
NDOKONONORO,MBAM-ET-INOUBOU,NDIKINIMÃ©KI,CENTRE,23786,0,4.65,10.75,2010
NKOLMESING,LEKIE,SA'A,CENTRE,22836,1654,4.36667,11.45,2010
EVIANE,LEKIE,OKALA,CENTRE,22651,0,4.05,11.3,2010
ADZAP,NYONG-ET-SO,AKOÃ©MAN,CENTRE,21226,0,3.28333,11.61667,2010
SONGWI,MBAM-ET-KIM,YOKO,CENTRE,24769,224,5.85,12.25,2010
OVING,NYONG-ET-SO,NKOL-MÃ©TET,CENTRE,21426,0,3.41667,11.7,2010
ITONDEFANG,OCEAN,CAMPO,SUD,93393,145,2.4,9.83333,2010
NYABIZOU,DJA-ET-LOBO,BENGBIS,SUD,91179,248,3.28333,12.43333,2010
ATOOVENG,MVILA,MENGONG,SUD,92859,541,2.96667,11.35,2010
OURO DALAM,BENOUE,GACHIGA,NORD,61443,0,9.62278,13.24256,2010
LOUGA,BENOUE,LAGDO,NORD,61857,265,8.76914,13.72819,2010
RA'AN,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.93461,13.6548,2010
MODA,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,10.0581,13.31604,2010
SEBORE,MAYO-LOUTI,PITOA,NORD,63233,1345,9.54161,13.80158,2010
NGEM,MAYO-REY,MADINGRING,NORD,64455,1340,8.5,15.13333,2010
OURO TCHAKA,BENOUE,GAROUA I,NORD,61565,9634,9.26396,13.30941,2010
GOUNA,MAYO-DANAY,DATCHÃ©KA,EXTREME-NORD,43313,0,10.00201,14.97085,2010
BALMA,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,510,12.50946,14.39511,2010
VIDIYE,MAYO-SAVA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,45773,0,10.839,13.96165,2010
YOKOUM,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1103,11.02389,14.03278,2010
