Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
KOMBO ADIBO I,NDIAN,KOMBO-ITINDI,SUD-OUEST,16883,0,4.563,8.7255,2015
MOLIWE,FAKO,LIMB̩ I,SUD-OUEST,11598,0,4.0665,9.2467,2015
FEREKE-CHACHA,LEBIALEM,MENJI,SUD-OUEST,13755,0,5.4084,9.8821,2015
TSEGO,KOUNG-KHI,PETE-BANDJOUN,OUEST,84691,0,5.40733,10.45973,2015
MAYEL HAKO,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.89147,13.55832,2015
DOUNDE,FARO,TOUROUA,NORD,62854,1036,8.79974,13.08307,2015
DEMSA,BENOUE,GACHIGA,NORD,61443,0,9.54617,13.22596,2015
KOLERE,BENOUE,TOUROUA,NORD,61454,1036,8.98343,13.11873,2015
NAOUKA,MAYO-LOUTI,GUIDER,NORD,63639,2588,10.0295,13.92826,2015
MAYO KEOU,MAYO-LOUTI,DEMBO,NORD,63443,361,9.7974,13.56533,2015
BOKO,FARO,MB̩,NORD,62446,0,8.16667,13.5,2015
LISSE,BENOUE,BIBEMI,NORD,61256,125,9.3072,14.2584,2015
BORA,FARO,NGONG,NORD,62567,0,8.6182,13.05454,2015
SARE,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1287,11.19264,14.10499,2015
PALAOUDI,DIAMARE,MAROUA I,EXTREME-NORD,41526,9013,10.4524,14.22136,2015
HILELE,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1263,12.66814,14.75324,2015
DJKAMAY,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2397,10.54282,13.92026,2015
MADARDEM,LOGONE-ET-CHARI,KOUSS̩RI,EXTREME-NORD,42615,0,12.13204,14.8906,2015
EKONONG,NYONG-ET-SO,AKO̩MAN,CENTRE,21226,0,3.21667,11.6,2015
BONDJOK,MEFOU-ET-AKONO,BONDJOCK,CENTRE,26475,2632,3.73333,11.2,2015
METE,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,229,4.26667,12.23333,2015
NKOLNGET,MEFOU-ET-AKONO,LOBO,CENTRE,26559,515,3.83333,11.2,2015
BIOUAMINSO,MBAM-ET-INOUBOU,DEUK,CENTRE,23371,2507,5.1,11.08333,2015
NKONDOM,HAUTE-SANAGA,NANGA-EBOKO,CENTRE,21283,612,4.85,12.56667,2015
NBABEWA,MEFOU-ET-AKONO,NGOMEDZAP,CENTRE,26396,107,3.36667,11.21667,2015
WOMI,VINA,NGAN'HA,ADAMAOUA,15583,0,7.51667,14.01667,2015
BERIM,DJEREM,TABATI,ADAMAOUA,11554,0,6.67753,12.336,2015
FOM,FARO-ET-DEO,TIGN̬RE,ADAMAOUA,12592,0,7.25,12.88333,2015
GORO,MBERE,MEIGANGA,ADAMAOUA,14646,2120,6.4,14.28333,2015
MBAT,KUPE-MANENGUBA,NKONGSAMBA III,SUD-OUEST,12938,2947,5.0598,9.8104,2015
FOTABONG I,LEBIALEM,ALOU,SUD-OUEST,13173,4866,5.514,9.903,2015
YIVE,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.44211,9.5829,2015
FOMELO,MENOUA,FOKOU̩,OUEST,85434,0,5.35557,10.09356,2015
NGOYO,BAMBOUTOS,GALIM,OUEST,81677,1466,5.7465,10.39011,2015
KEMTSWOP,MENOUA,DSCHANG,OUEST,85334,2195,5.44171,10.03591,2015
MFI,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.3422,9.822,2015
BATEBI,MOMO,NIJKWA,NORD-OUEST,76823,0,6.08564,9.80835,2015
GIDAN BORO,DONGA-MANTUNG,AKO,NORD-OUEST,73128,3815,7.07134,10.59324,2015
MBONDO,MBERE,DJOHONG,ADAMAOUA,14488,530,6.81667,14.65,2015
TOURNINGAL,VINA,NGAN'HA,ADAMAOUA,15583,0,7.38333,14.13333,2015
BABENSI II,KUPE-MANENGUBA,NGUTI,SUD-OUEST,12751,1068,5.1236,9.3933,2015
TAKPE,MANYU,AKWAYA,SUD-OUEST,14129,1441,6.0197,9.3386,2015
FOTSOULI,MENOUA,DSCHANG,OUEST,85334,2195,5.44699,10.00513,2015
MOLEPE,MENOUA,PENKA-MICHEL,OUEST,85957,994,5.46472,10.22977,2015
KOMBO MISSIPI,WOURI,DOUALA II,LITTORAL,54669,130953,3.94389,9.69583,2015
BAREOK,HAUT-NKAM,BAR̩,OUEST,82752,0,4.9849,9.9727,2015
BEKOUMA,WOURI,BONAL̩A,LITTORAL,54115,0,4.3169,9.6912,2015
BEMBO,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,190,3.57028,9.70417,2015
MANENGOLE,MOUNGO,MANJO,LITTORAL,51588,1837,4.8724,9.8595,2015
MBESE,LOM-ET-DJEREM,B̩TAR̩-OYA,EST,34542,0,5.4542,13.71379,2015
MBANG,HAUTE-SANAGA,DIANG,CENTRE,21347,775,4.63333,13.31667,2015
PAMPA,KADEI,ND̩L̩L̩,EST,33284,0,4.08333,14.53333,2015
TOUBE,WOURI,DOUALA VI,LITTORAL,54163,565,3.89508,9.44419,2015
MABOM,MOUNGO,EBONE,LITTORAL,51273,0,4.6934,9.9755,2015
MASSO,HAUT-NYONG,MESSOCK,EST,32685,0,3.11667,14.01667,2015
DONGORO,KADEI,BERTOUA II,EST,33362,17236,4.5,13.98333,2015
KONDON I,HAUT-NYONG,MESSOCK,EST,32685,0,2.85,13.93333,2015
BAYE,MIFI,BAFOUSSAM I,OUEST,86197,7541,5.5321,10.48781,2015
LEMGO,KOUNG-KHI,PETE-BANDJOUN,OUEST,84691,0,5.39062,10.46019,2015
NDEMANGUIM,HAUTS-PLATEAUX,BANDJA,OUEST,83456,1595,5.33499,10.23299,2015
BAFOU,MENOUA,NKONG-ZEM,OUEST,85824,0,5.47026,10.1185,2015
WANG,HAUTS-PLATEAUX,PENKA-MICHEL,OUEST,83857,994,5.43947,10.25699,2015
PA,HAUTS-PLATEAUX,BATI̩,OUEST,83674,0,5.27725,10.33611,2015
NJITEKWET,NOUN,NJIMOM,OUEST,88156,1887,5.81335,10.96227,2015
MUKURU,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.3335,9.9605,2015
BANYA II,NKAM,YABASSI,LITTORAL,52582,384,4.5755,9.9646,2015
BABENGA,WOURI,DOUALA IV,LITTORAL,54839,35874,4.107,9.5744,2015
ANKOUOMB,NYONG-ET-MFOUMOU,ANGOSSAS,CENTRE,29449,0,4.08333,13.08333,2015
NEMEYONG,HAUT-NYONG,ABONG-MBANG,EST,32193,1718,3.55,13.41667,2015
DOGBWO,KADEI,BATOURI,EST,33158,1551,4.41667,14.33333,2015
ANOYE,KADEI,BATOURI,EST,33158,1551,4.4,14.28333,2015
YOLA,KADEI,ND̩L̩L̩,EST,33284,0,4.01667,15.03333,2015
DJOUO,DJA-ET-LOBO,SOMALOMO,SUD,91989,224,3.31667,12.93333,2015
YOS,VALLEE-DU-NTEM,OLAMZ̩,SUD,94769,0,2.25,11.06667,2015
ENGOLOZOK,VALLEE-DU-NTEM,OLAMZ̩,SUD,94769,0,2.2,10.86667,2015
NGOLE,OCEAN,NI̩T̩,SUD,93235,0,2.85,10.08333,2015
BINDONG,VALLEE-DU-NTEM,OLAMZ̩,SUD,94769,0,2.2,10.8,2015
NGBOUASA,DJA-ET-LOBO,OVENG,SUD,91725,326,2.4,12.51667,2015
BIBA,MVILA,BIWONG-BULU,SUD,92384,675,2.75,11.71667,2015
AMVOM,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,528,3.03333,12.25,2015
MBANGO,NYONG-ET-KELLE,LOLODORF,CENTRE,28638,945,3.21667,10.8,2015
MELANGE II,MVILA,BIWONG-BAN̩,SUD,92243,0,3.13333,10.98333,2015
TOUKTE,FARO,POLI,NORD,62616,501,8.42286,13.26227,2015
KOINDERI,MAYO-REY,REY-BOUBA,NORD,64776,1387,8.98516,14.46134,2015
KATCHEO,MAYO-LOUTI,GUIDER,NORD,63639,2588,9.63422,13.91913,2015
SOLOMO,MAYO-LOUTI,DEMBO,NORD,63443,361,9.82842,13.6126,2015
OUROUNGOULMO,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.28637,14.62475,2015
NDANANBA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1287,11.03333,14.08333,2015
YOUEYE,MAYO-DANAY,KAR-HAY,EXTREME-NORD,43913,0,10.03377,14.94468,2015
PARAWAY,MAYO-TSANAGA,HINA,EXTREME-NORD,46375,675,10.47125,13.88506,2015
KHOULOUM-DMA,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,11.71028,14.59271,2015
GAROUA,MAYO-KANI,TOULOUM,EXTREME-NORD,44338,0,10.2281,14.81743,2015
KOUFTA,MAYO-SAVA,KOZA,EXTREME-NORD,45214,495,10.90698,13.93707,2015
YOLDE,DIAMARE,MAROUA I,EXTREME-NORD,41526,9013,10.41326,14.23303,2015
ZANGA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.11984,13.8742,2015
PODAR MATKOZA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1287,11.04255,14.08527,2015
BOANDA,MBAM-ET-KIM,YOKO,CENTRE,24769,260,5.41667,12.0,2015
LOUM,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,821,4.36667,12.76667,2015
ELONE,NYONG-ET-MFOUMOU,LEMBE YEZOUM,CENTRE,29245,229,4.25,12.26667,2015
KOUNDESONG,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,475,3.76667,12.46667,2015
ABOM,MFOUNDI,YAOUND̩ V,CENTRE,27334,0,3.88333,11.58333,2015
NGONBO,NYONG-ET-MFOUMOU,MEYOMESSALA,CENTRE,29642,547,3.3,12.25,2015
AKONETYE,DJA-ET-LOBO,DJOUM,SUD,91262,588,2.66667,12.86667,2015
MINTYENE,MVILA,MVANGAN,SUD,92112,480,2.65,11.83333,2015
MELEN,DJA-ET-LOBO,DJOUM,SUD,91262,588,2.71667,13.03333,2015
PANZAMA,MAYO-REY,TOUBORO,NORD,64967,2037,7.66667,15.38333,2015
LOUGOUDE WELARE,BENOUE,TOUROUA,NORD,61454,689,9.00902,13.07363,2015
LARO,FARO,KONTCHA,NORD,62235,1170,8.28333,12.3,2015
SARI MANGA,FARO,LAGDO,NORD,62357,307,8.41667,13.53333,2015
FADERE,MAYO-KANI,TOULOUM,EXTREME-NORD,44338,0,10.19523,14.81925,2015
TALA MOKOLO,MAYO-SAVA,TOKOMB̩R̩,EXTREME-NORD,45889,0,10.95406,14.07925,2015
KOULIKOUES,DIAMARE,MERI,EXTREME-NORD,41837,3101,10.79174,14.14205,2015
TASSAY,MAYO-TSANAGA,SOUL̬D̩-ROUA,EXTREME-NORD,46973,0,10.7717,13.86948,2015
GADAKARAL,DIAMARE,BOGO,EXTREME-NORD,41171,2322,10.72197,14.64181,2015
BAGARAO,MAYO-DANAY,GU̩M̩,EXTREME-NORD,43527,0,10.38403,15.10082,2015
POUDAMA,MAYO-KANI,KA̩L̩,EXTREME-NORD,44588,0,10.12925,14.37124,2015
LOUGDJE,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1287,11.13921,13.92808,2015
BLABLIN,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1287,11.25472,14.01333,2015
HACH-HACH,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.49004,14.59255,2015
AMDAN,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,566,12.41055,14.80533,2015
DJINGLIYA,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,495,10.83848,13.85944,2015
KATAMSA MANGA,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2397,10.58626,13.96519,2015
VADIGZEOUA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1287,11.08972,14.07,2015
FON,MEFOU-ET-AFAMBA,DZENG,CENTRE,25385,367,3.78333,11.81667,2015
AFEM,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,475,3.7,12.25,2015
MEKA,NYONG-ET-MFOUMOU,AYOS,CENTRE,29674,589,4.18333,12.43333,2015
SANGELA,MEFOU-ET-AFAMBA,OLANGUINA,CENTRE,25336,0,3.96667,11.98333,2015
AMWAM,MVILA,EBOLOWA I,SUD,92454,2126,2.91667,11.06667,2015
NKOADJAP,MVILA,EBOLOWA II,SUD,92529,2136,2.61667,11.41667,2015
KANA,DJA-ET-LOBO,MINTOM,SUD,91519,500,2.2,13.4,2015
MIMBAMINGA,VALLEE-DU-NTEM,KY̩-OSSI,SUD,94583,0,2.23333,11.2,2015
DEYNA,MBERE,MEIGANGA,ADAMAOUA,14646,2120,6.26667,14.36667,2015
BAI FOE,MEME,MBONGE,SUD-OUEST,15996,5450,4.4748,9.2124,2015
LOE,NDIAN,EKONDO-TITI,SUD-OUEST,16318,2975,4.7297,8.9382,2015
DJIONE,KOUNG-KHI,PETE-BANDJOUN,OUEST,84691,0,5.36906,10.44765,2015
METIO,BAMBOUTOS,BATCHAM,OUEST,81593,981,5.61704,10.24155,2015
PANI,MAYO-REY,REY-BOUBA,NORD,64776,1387,8.5178,14.063,2015
DJENGA,MAYO-LOUTI,PITOA,NORD,63233,1559,9.56667,13.8,2015
SABONGARI,MAYO-LOUTI,PITOA,NORD,63233,1559,9.56667,13.83333,2015
DJEMADJOU,MAYO-REY,MADINGRING,NORD,64455,1553,8.4757,15.1288,2015
NGAO BAKALA,MBERE,B̩LEL,ADAMAOUA,14165,0,7.15,14.56667,2015
MBAN,VINA,NGAN'HA,ADAMAOUA,15583,0,7.73333,13.95,2015
BASTEBE,MAYO-DANAY,GOBO,EXTREME-NORD,43458,3264,10.03499,15.56343,2015
GORMBAY,MAYO-SAVA,KOZA,EXTREME-NORD,45214,495,10.87639,13.88527,2015
SAMBORI,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,595,12.50591,14.32362,2015
BOUKOULA,MAYO-LOUTI,BOURHA,NORD,63397,1769,10.14096,13.45504,2015
YAM GUIBI,MAYO-SAVA,KOZA,EXTREME-NORD,45214,495,10.89217,13.89077,2015
TOURKOURI,MAYO-KANI,KA̩L̩,EXTREME-NORD,44588,0,10.17133,14.42277,2015
DOUBABE GOS,LOGONE-ET-CHARI,KOUSS̩RI,EXTREME-NORD,42615,0,12.17768,14.80573,2015
BLAME,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.3374,14.55627,2015
MANDA,LOGONE-ET-CHARI,HIL̩ - ALIFA,EXTREME-NORD,42586,0,12.55,14.38333,2015
ETOUG,MFOUNDI,YAOUND̩ VI,CENTRE,27465,0,3.83333,11.46667,2015
NSEOSOU,MEFOU-ET-AFAMBA,MENGANG,CENTRE,25973,468,3.8,11.96667,2015
ABANG I,MEFOU-ET-AKONO,BIKOK,CENTRE,26249,804,3.63333,11.5,2015
MVOMBO,HAUTE-SANAGA,AYOS,CENTRE,21174,589,4.31667,12.45,2015
BIRSOK,VINA,MARTAP,ADAMAOUA,15396,1563,7.0,13.13333,2015
BONIBAOU,MAYO-BANYO,BANYO,ADAMAOUA,13212,3390,6.33333,12.08333,2015
FORISANE II,NDIAN,IDABATO,SUD-OUEST,16526,271,4.5473,8.6586,2015
AKWENE,MOMO,AKWAYA,NORD-OUEST,76129,1460,6.42173,9.55746,2015
ASHUMBU,MOMO,BENAKUMA,NORD-OUEST,76636,0,6.4166,9.6088,2015
MENYUM,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,695,5.0088,9.6136,2015
EBAMUT,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,695,5.1345,9.7349,2015
TCHISSO,HAUTS-PLATEAUX,BANDJA,OUEST,83456,1595,5.31933,10.22593,2015
TCHIE,MIFI,BAFOUSSAM III,OUEST,86392,3137,5.47453,10.32025,2015
SOWE,BOYO,FONFUKA,NORD-OUEST,71339,0,6.45,10.36667,2015
NKOUNCHA',MIFI,KOUOPTAMO,OUEST,86694,1008,5.69617,10.62598,2015
TANTI,MEZAM,BAMENDA II,NORD-OUEST,75442,0,5.91332,10.13288,2015
MAKWE,MOMO,AKWAYA,NORD-OUEST,76129,1460,6.14027,9.60247,2015
OTE,MOMO,AKWAYA,NORD-OUEST,76129,1460,6.1555,9.5294,2015
FOLEPI,LEBIALEM,WABANE,SUD-OUEST,13219,2280,5.6815,9.9196,2015
NJINGWEN,NOUN,KOUTABA,OUEST,88592,957,5.7431,10.73123,2015
MBING,KOUNG-KHI,PETE-BANDJOUN,OUEST,84691,0,5.41923,10.41116,2015
FEMBAT,NDE,BAYANGAM,OUEST,87353,356,5.16204,10.50715,2015
BAMENDJINDA,BAMBOUTOS,MBOUDA,OUEST,81756,1822,5.60888,10.29418,2015
DIKOUMA,MEME,MBANGA,SUD-OUEST,15824,3867,4.4868,9.5544,2015
MANGOMBI,HAUT-NKAM,NDOBIAN,OUEST,82217,0,5.00696,10.24202,2015
NGESE,KADEI,BATOURI,EST,33158,1551,4.58333,14.51667,2015
LEKEK,NYONG-ET-MFOUMOU,ATOK,CENTRE,29559,0,3.71667,12.66667,2015
MBANGA MPONGO,MOUNGO,LOUM,LITTORAL,51421,2267,4.66667,9.95,2015
MAHONDA,MBAM-ET-INOUBOU,NYANON,CENTRE,23384,1188,4.26667,10.81667,2015
KANO,LOM-ET-DJEREM,B̩LABO,EST,34497,0,4.96667,13.5,2015
ZOKADIBA,BOUMBA-ET-NGOKO,YOKADOUMA,EST,31574,3791,3.01667,14.88333,2015
NJIKOMPANI,NOUN,KOUTABA,OUEST,88592,957,5.70044,10.76623,2015
BANDREFAM,KOUNG-KHI,BAYANGAM,OUEST,84353,356,5.24073,10.49039,2015
KWO'POU,KOUNG-KHI,BAYANGAM,OUEST,84353,356,5.30274,10.44088,2015
CHIENKE,HAUTS-PLATEAUX,BANGOU,OUEST,83512,693,5.25714,10.40049,2015
MEKWO'NGU,HAUTS-PLATEAUX,BATI̩,OUEST,83674,0,5.34352,10.23797,2015
MODELE,MENCHUM,WUM,NORD-OUEST,74481,4927,6.35421,9.96836,2015
KOPING,MEZAM,BALI,NORD-OUEST,75233,1838,5.86028,10.04871,2015
TCHI,BUI,MAGBA,NORD-OUEST,72458,3171,6.3,11.18333,2015
NDINGO,BAMBOUTOS,BALIKUMBAT,OUEST,81335,1707,5.81097,10.39344,2015
NSONGWA,MEZAM,BAMENDA II,NORD-OUEST,75442,0,5.93222,10.12775,2015
NTSA',MENOUA,PENKA-MICHEL,OUEST,85957,994,5.47064,10.20516,2015
LETAGLI,MENOUA,DSCHANG,OUEST,85334,2195,5.40982,10.08998,2015
NGWA,MOUNGO,NKONGSAMBA II,LITTORAL,51843,12409,4.9147,9.922,2015
BUBA I,MOUNGO,PENJA,LITTORAL,51187,0,4.6332,9.6321,2015
PARNI,BOUMBA-ET-NGOKO,GARI-GOMBO,EST,31192,0,3.45,15.01667,2015
KETTE,KADEI,OULI,EST,33578,0,4.96577,14.56306,2015
MINKOLONG,HAUTE-SANAGA,DIANG,CENTRE,21347,775,4.56667,13.26667,2015
NDEMBA I,LOM-ET-DJEREM,DIANG,EST,34647,757,4.83333,13.38333,2015
KOMBO,KADEI,KENTZOU,EST,33751,0,4.31667,14.83333,2015
MBOUA,KADEI,BATOURI,EST,33158,1551,4.41667,14.26667,2015
MBIA,LOM-ET-DJEREM,B̩LABO,EST,34497,0,5.16667,13.13333,2015
AKAK-METOM,VALLEE-DU-NTEM,AMBAM,SUD,94151,1041,2.5,11.1,2015
EBEZOM,NYONG-ET-SO,ZO̩T̩L̩,CENTRE,21631,0,3.26667,12.06667,2015
MVAM,DJA-ET-LOBO,OVENG,SUD,91725,326,2.43333,12.25,2015
OURO BE,BENOUE,PITOA,NORD,61233,1559,9.30941,13.66782,2015
OURO KASSIDA,MAYO-LOUTI,BASCH̩O,NORD,63175,0,9.75,13.28333,2015
MBANG,VALLEE-DU-NTEM,OLAMZ̩,SUD,94769,0,2.25,11.01667,2015
ASSAM,VALLEE-DU-NTEM,OLAMZ̩,SUD,94769,0,2.33333,10.86667,2015
MEKAK,VALLEE-DU-NTEM,OLAMZ̩,SUD,94769,0,2.21667,10.93333,2015
BISO,NYONG-ET-SO,ZO̩T̩L̩,CENTRE,21631,0,3.23333,12.05,2015
KOUANGUEN,MAYO-LOUTI,BASCH̩O,NORD,63175,0,10.02519,13.28251,2015
NDOUDJENG,MAYO-LOUTI,BOURHA,NORD,63397,1769,10.18157,13.71907,2015
MBITAO,MAYO-REY,TOUBORO,NORD,64967,2037,7.3534,15.2976,2015
BALERE-BAPTA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.98206,13.57692,2015
GANINI,FARO,MB̩,NORD,62446,0,8.14458,13.41781,2015
BOURRA,MAYO-LOUTI,GUIDER,NORD,63639,2588,9.85,13.76667,2015
RTAWA,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,10.95267,13.76408,2015
GUIMSAK,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2397,10.71797,13.83302,2015
GLATROUA,MAYO-TSANAGA,MOGOD̩,EXTREME-NORD,46586,0,10.44397,13.66454,2015
MALAME,DIAMARE,MAGA,EXTREME-NORD,41499,2885,11.01264,14.84901,2015
MELEN,MEFOU-ET-AKONO,BIKOK,CENTRE,26249,804,3.51667,11.38333,2015
ADJAP,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,441,3.43333,12.18333,2015
NGANGA,HAUTE-SANAGA,AYOS,CENTRE,21174,589,4.31667,12.55,2015
NKOLBIBAK,LEKIE,SA'A,CENTRE,22836,1923,4.28333,11.5,2015
MBILI,NYONG-ET-MFOUMOU,MENGANG,CENTRE,29473,468,3.71667,12.15,2015
NDENGUE,MVILA,EBOLOWA II,SUD,92529,2136,2.78333,11.11667,2015
BIBAE,OCEAN,CAMPO,SUD,93393,166,2.36667,9.9,2015
NKOLOTOUTOU,NYONG-ET-SO,SANGM̩LIMA,CENTRE,21553,0,3.08333,12.03333,2015
DJARENGOL,MAYO-LOUTI,BASCH̩O,NORD,63175,0,9.81695,13.38394,2015
KONBOM,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.08281,13.71608,2015
MAYEL HAMAHAKO,BENOUE,BIBEMI,NORD,61256,125,9.11552,13.97419,2015
NGUESEK,VINA,MB̩,ADAMAOUA,15446,0,7.75,13.75,2015
KILBAO,BENOUE,BIBEMI,NORD,61256,125,9.26659,13.72536,2015
DJOUNGOUNDOU,BENOUE,BIBEMI,NORD,61256,125,9.21465,13.80737,2015
KAFINAROU,MAYO-LOUTI,FIGUIL,NORD,63523,1556,9.66859,13.96238,2015
BOULARE,DIAMARE,BOGO,EXTREME-NORD,41171,2322,10.84176,14.68216,2015
GASKAFOUROU,DIAMARE,MAGA,EXTREME-NORD,41499,2885,10.98219,14.79507,2015
KRENAK CHIA,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1263,12.58445,14.56828,2015
DEBAZAO,MAYO-LOUTI,MOUTOURWA,NORD,63982,938,10.24235,14.08139,2015
GOURGOULEY,DIAMARE,MAGA,EXTREME-NORD,41499,2885,10.87701,14.82658,2015
MINGMING,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,566,12.2916,14.82706,2015
DARAGA,LOGONE-ET-CHARI,HIL̩ - ALIFA,EXTREME-NORD,42586,0,12.55877,14.3924,2015
KODOGUI,MAYO-KANI,TOULOUM,EXTREME-NORD,44338,0,10.17733,14.7315,2015
NDOUMBA,HAUTE-SANAGA,NKOTENG,CENTRE,21489,404,4.6,12.28333,2015
EBOK,MEFOU-ET-AFAMBA,DZENG,CENTRE,25385,367,3.78333,11.83333,2015
MBAKA,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,475,3.91667,12.23333,2015
EKIE,MFOUNDI,YAOUND̩ IV,CENTRE,27242,0,3.83333,11.55,2015
EBANG,MFOUNDI,YAOUND̩ III,CENTRE,27115,0,3.7,11.46667,2015
MEYILA,MEFOU-ET-AKONO,NGOUMOU,CENTRE,26445,681,3.6,11.36667,2015
DOUMA,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,441,3.5,12.31667,2015
MESOK,NYONG-ET-SO,ZO̩T̩L̩,CENTRE,21631,0,3.28333,11.91667,2015
AFANENGONG,MVILA,EBOLOWA I,SUD,92454,2126,2.93333,11.05,2015
NLOUP,MVILA,SANGM̩LIMA,SUD,92453,0,3.0,11.95,2015
MEMVAE,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,528,2.96667,12.35,2015
ELABI,OCEAN,KRIBI II,SUD,93758,8533,2.98217,9.9216,2015
NGOUNGOUM,MVILA,SANGM̩LIMA,SUD,92453,0,2.98333,11.75,2015
DJAORO DJOUBAIROU,MAYO-BANYO,GALIM-TIGN̬RE,ADAMAOUA,13359,0,6.83605,12.25624,2015
MATONDO I,MEME,KUMBA II,SUD-OUEST,15651,11264,4.81975,9.46216,2015
BONADIKOMBO,FAKO,LIMB̩ I,SUD-OUEST,11598,0,4.0567,9.2297,2015
KOMBO ABOSUKUDU,NDIAN,KOMBO-ITINDI,SUD-OUEST,16883,0,4.5929,8.8423,2015
FEMSO,HAUTS-PLATEAUX,BAFOUSSAM III,OUEST,83192,3137,5.4456,10.31951,2015
KWONGOUM,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,950,5.40495,10.34249,2015
MANTAMA,NOUN,NJIMOM,OUEST,88156,1887,5.81069,10.90187,2015
ZEMYA,HAUTS-PLATEAUX,PENKA-MICHEL,OUEST,83857,994,5.39608,10.23861,2015
FAMTCHWET,NDE,BASSAMBA,OUEST,87214,174,5.09905,10.5146,2015
SASA,MAYO-REY,TCHOLLIR̩,NORD,64832,0,7.86667,14.15,2015
BITOUAYEU,MAYO-REY,TOUBORO,NORD,64967,2037,7.7758,15.2617,2015
GEBAKE-HAOUSSARE,BENOUE,GAROUA II,NORD,61682,8314,9.36915,13.54556,2015
MAYO LEPBRI,BENOUE,PITOA,NORD,61233,1559,9.51282,13.73699,2015
KODEALA,FARO,POLI,NORD,62616,501,8.23333,13.26667,2015
OURO DO,DIAMARE,GAZAWA,EXTREME-NORD,41328,800,10.52992,14.19159,2015
DAMBAY,DIAMARE,DARGALA,EXTREME-NORD,41219,848,10.512,14.53743,2015
BIYAO,MAYO-TSANAGA,SOUL̬D̩-ROUA,EXTREME-NORD,46973,0,10.76571,13.97943,2015
OURO MBOUKA,MAYO-SAVA,P̩TT̩,EXTREME-NORD,45686,0,11.05,14.43333,2015
CHETOK,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,495,10.86862,13.85159,2015
GANGOA,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.1,13.46667,2015
YEGEASI,MFOUNDI,YAOUND̩ I,CENTRE,27861,0,3.98333,11.48333,2015
NDJORE,MEFOU-ET-AFAMBA,MBANDJOCK,CENTRE,25839,2361,4.4,11.81667,2015
NKOLMEYANG,MFOUNDI,NKOLAFAMBA,CENTRE,27559,500,3.86667,11.65,2015
NKONGZOK,LEKIE,OKALA,CENTRE,22651,0,4.05,11.35,2015
OLOM,MEFOU-ET-AFAMBA,DZENG,CENTRE,25385,367,3.78333,11.9,2015
DOUMA,DJEREM,TABATI,ADAMAOUA,11554,0,6.0,12.43333,2015
ASOK,MFOUNDI,NKOLAFAMBA,CENTRE,27559,500,3.83333,11.61667,2015
