Village,Department,Arrondissement,Region,postal_code,population,Lat_Village,Lon_Village,year
MEBANDE,OCEAN,EFOULAN,SUD,93513,605,3.11667,10.85,2005
BILOBE I,OCEAN,AKOM II,SUD,93141,657,2.8,10.41667,2005
NDOUM,DJEREM,TABATI,ADAMAOUA,11554,0,6.64656,12.39232,2005
MBANGBERE,MBERE,BÃ©LEL,ADAMAOUA,14165,0,6.86667,14.35,2005
YENDE,MBERE,MEIGANGA,ADAMAOUA,14646,2138,6.31667,14.35,2005
BATOUA,MBERE,DJOHONG,ADAMAOUA,14488,536,6.95,14.9,2005
EBONEMIN,KUPE-MANENGUBA,BANGEM,SUD-OUEST,12136,695,5.0134,9.7601,2005
DISSONI,MEME,KUMBA I,SUD-OUEST,15567,3508,4.7006,9.2898,2005
TYO,MIFI,BAFOUSSAM III,OUEST,86392,1567,5.49404,10.40042,2005
NJITEKWET,NOUN,KOUTABA,OUEST,88592,955,5.72162,10.77472,2005
DEMBAKO,FARO,POLI,NORD,62616,496,8.50698,13.16435,2005
DJABBI,MAYO-LOUTI,FIGUIL,NORD,63523,1532,9.7982,14.0531,2005
KOUODJA,MAYO-LOUTI,BOURHA,NORD,63397,1742,10.09588,13.31423,2005
BANDA,FARO,MBÃ©,NORD,62446,0,8.19916,13.64041,2005
PIPA,FARO,POLI,NORD,62616,496,8.41145,13.23947,2005
DJEDJENGUE,MAYO-LOUTI,GUIDER,NORD,63639,2549,9.93333,13.95,2005
LAFIA II,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.43969,14.40646,2005
FADJE,LOGONE-ET-CHARI,BLANGOUA,EXTREME-NORD,42161,1228,12.64629,14.61759,2005
HIDJELIDJE,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.56878,14.33893,2005
DOM,MAYO-DANAY,GOBO,EXTREME-NORD,43458,3175,9.96397,15.45423,2005
FOGOM,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2331,10.56005,13.78521,2005
MATERGUIL,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.68581,13.95664,2005
KRENAK CHIA,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,550,12.45794,14.69895,2005
BODI,NYONG-ET-KELLE,MESSONDO,CENTRE,28176,1174,3.51667,10.66667,2005
MANGOULAN,MBAM-ET-KIM,NGAMBÃ©-TIKAR,CENTRE,24364,0,5.6,11.65,2005
MANGENMANDJOK I,NYONG-ET-KELLE,MATOMB,CENTRE,28952,861,3.8,11.06667,2005
BE,MBAM-ET-INOUBOU,KON-YAMBETTA,CENTRE,23569,811,4.86667,11.15,2005
TSANG,LEKIE,MONATÃ©LÃ©,CENTRE,22121,0,4.31667,11.23333,2005
SOULE,DJEREM,TABATI,ADAMAOUA,11554,0,6.36667,12.71667,2005
BANCHO,MOMO,AKWAYA,NORD-OUEST,76129,1442,6.1004,9.5916,2005
KING-PLACE,BAMBOUTOS,MBOUDA,OUEST,81756,1821,5.60965,10.28942,2005
MODELLE,MENCHUM,WUM,NORD-OUEST,74481,4868,6.40255,9.98076,2005
MBAKWA I,NGO-KETUNJIA,BALIKUMBAT,NORD-OUEST,77235,1706,5.84365,10.40298,2005
NIAGOUM PETEL,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.38333,11.95,2005
DOUA,MBERE,DJOHONG,ADAMAOUA,14488,536,6.75,14.53333,2005
MABOUM,VINA,NGAN'HA,ADAMAOUA,15583,0,7.58333,13.78333,2005
NDOM,KUPE-MANENGUBA,MENJI,SUD-OUEST,12555,0,5.3431,9.7228,2005
KONYE,KUPE-MANENGUBA,KONYE,SUD-OUEST,12228,1391,4.9371,9.4768,2005
TOMBEL,KUPE-MANENGUBA,TOKO,SUD-OUEST,12252,139,5.158,9.2298,2005
IKOI,NDIAN,TOKO,SUD-OUEST,16252,139,5.0235,9.1588,2005
MOSONGOSELE,NDIAN,ISANGUELE,SUD-OUEST,16631,0,4.8996,8.7605,2005
MANDEKANE,NOUN,FOUMBAN,OUEST,88358,1532,5.77242,10.93137,2005
NDOUNGA,MENOUA,DSCHANG,OUEST,85334,2195,5.43046,10.0526,2005
MEKA,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,949,5.42173,10.33621,2005
NJIRIKI,NOUN,FOUMBAN,OUEST,88358,1532,5.54568,10.85691,2005
KING-PLACE,HAUTS-PLATEAUX,BATIÃ©,OUEST,83674,0,5.27337,10.33476,2005
MAKOUMBI,NOUN,MASSANGAM,OUEST,88892,1390,5.41667,11.05,2005
MEBONG-SESSE,BAMBOUTOS,GALIM,OUEST,81677,1466,5.73413,10.31852,2005
KWATANG,NGO-KETUNJIA,BABESSI,NORD-OUEST,77118,6683,5.97702,10.57164,2005
SUBUM,BOYO,FONFUKA,NORD-OUEST,71339,0,6.48333,10.4,2005
BOUBOU II,MOUNGO,MOMBO,LITTORAL,51764,459,4.6228,9.614,2005
KOYA,KADEI,KÃ©TTÃ©,EST,33813,0,4.6,14.53333,2005
YOKOSIRE,MBERE,GAROUA-BOULAÃ¯,ADAMAOUA,14564,0,5.81667,14.56667,2005
NZINBELE,KADEI,BATOURI,EST,33158,1564,4.38333,14.18333,2005
DJIBE,NYONG-ET-MFOUMOU,ANGOSSAS,CENTRE,29449,0,4.0,12.98333,2005
BARE,HAUT-NKAM,BARÃ©,OUEST,82752,0,5.0068,9.9653,2005
NKWANGSI I,MOUNGO,MOMBO,LITTORAL,51764,459,4.5181,9.5855,2005
NYAMTAM,NKAM,YINGUI,LITTORAL,52649,191,4.48333,10.18333,2005
ABUMANDJALE,LOM-ET-DJEREM,DIANG,EST,34647,762,4.66667,13.31667,2005
GOGOGBANGOLO,KADEI,KENTZOU,EST,33751,0,4.3,14.85,2005
EFOULAN,NYONG-ET-MFOUMOU,MBOMA,CENTRE,29365,391,4.13333,12.81667,2005
MAMA II,KADEI,KÃ©TTÃ©,EST,33813,0,4.65,14.56667,2005
MERE,FARO-ET-DEO,TIGNÃ¨RE,ADAMAOUA,12592,0,7.65,12.95,2005
BALEFA,BAMBOUTOS,BATCHAM,OUEST,81593,979,5.54718,10.26602,2005
BAKE,BAMBOUTOS,GALIM,OUEST,81677,1466,5.74597,10.33196,2005
MANDATITUOP,BUI,MAGBA,NORD-OUEST,72458,3132,6.18333,11.11667,2005
MAMAKEKA,NOUN,FOUMBAN,OUEST,88358,1532,5.78217,10.86672,2005
MENDOU,MIFI,PENKA-MICHEL,OUEST,86957,994,5.49513,10.26826,2005
GANA,MOMO,WIDIKUM-BOFFÃ©,NORD-OUEST,76198,0,5.9215,9.7475,2005
FOMBAP,MENOUA,SANTCHOU,OUEST,85187,0,5.32203,10.0076,2005
BWELELO,WOURI,DIBOMBARI,LITTORAL,54356,705,4.16667,9.66667,2005
BADISSE,LOM-ET-DJEREM,MANDJOU,EST,34917,3193,4.86667,13.83333,2005
TIKONDI I,KADEI,BATOURI,EST,33158,1564,4.46667,14.13333,2005
NGABANA,KADEI,KÃ©TTÃ©,EST,33813,0,4.91667,14.6,2005
MEYOMAKOT,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,539,3.03333,12.28333,2005
AWOAN,DJA-ET-LOBO,BENGBIS,SUD,91179,287,3.28333,12.4,2005
OLOUNOU,DJA-ET-LOBO,MEYOMESSI,SUD,91463,511,2.81667,12.13333,2005
MINGANDA,MEFOU-ET-AKONO,MVENGUE,CENTRE,26241,1473,3.21667,11.03333,2005
MFOUA,VALLEE-DU-NTEM,MA'AN,SUD,94617,305,2.33333,10.83333,2005
NKOLMINDIM,MEFOU-ET-AKONO,BIWONG-BANÃ©,CENTRE,26343,0,3.2,11.08333,2005
BIBA,MVILA,EBOLOWA II,SUD,92529,1086,2.76667,11.3,2005
GOMPOU,FARO,POLI,NORD,62616,496,8.29278,13.2868,2005
BORIWALA,MAYO-LOUTI,DEMBO,NORD,63443,356,9.84532,13.6173,2005
MTAZ,MAYO-TSANAGA,KOZA,EXTREME-NORD,46414,481,10.90501,13.74972,2005
BOURMAGWE,LOGONE-ET-CHARI,ZINA,EXTREME-NORD,42142,472,11.35763,14.93999,2005
AMALGOSS,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,11.95,15.01667,2005
GABAY,DIAMARE,MAROUA I,EXTREME-NORD,41526,4382,10.42742,14.27116,2005
ADIBE,DIAMARE,BOGO,EXTREME-NORD,41171,2259,10.86614,14.781,2005
MBARTALLA I,LOGONE-ET-CHARI,HILÃ© - ALIFA,EXTREME-NORD,42586,0,12.62057,14.29061,2005
ZEFAYA,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.53925,14.59305,2005
SERO,LOGONE-ET-CHARI,KOUSSÃ©RI,EXTREME-NORD,42615,0,12.1016,14.86654,2005
GOULOURI,MAYO-SAVA,WAZA,EXTREME-NORD,45943,801,11.38084,14.41832,2005
NKONG,MFOUNDI,YAOUNDÃ© II,CENTRE,27946,0,3.96667,11.45,2005
MANGOMBO,NYONG-ET-SO,AKOÃ©MAN,CENTRE,21226,0,3.31667,11.65,2005
NGOULMEKONG,HAUTE-SANAGA,BIBEY,CENTRE,21297,429,4.9,12.73333,2005
EKOUMDOUM,NYONG-ET-MFOUMOU,ENDOM,CENTRE,29961,315,3.63333,12.15,2005
EKOK,DJA-ET-LOBO,BENGBIS,SUD,91179,287,3.25,12.4,2005
ABOELON,MVILA,MVANGAN,SUD,92112,394,2.61667,11.85,2005
DJAMTARI,MAYO-LOUTI,GUIDER,NORD,63639,2549,9.91667,13.71667,2005
DJAORO DOKO,MBERE,DJOHONG,ADAMAOUA,14488,536,7.2,14.7,2005
NAKERE ABDO,BENOUE,BIBEMI,NORD,61256,123,9.11667,13.91667,2005
MBOUTOU DEMBO,MAYO-LOUTI,BASCHÃ©O,NORD,63175,0,9.74003,13.3632,2005
KOMBALI,MAYO-REY,TOUBORO,NORD,64967,2005,7.9202,15.2313,2005
TALAK,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,10.09784,13.69606,2005
DINGDING,MAYO-KANI,GUIDIGUIS,EXTREME-NORD,44417,1811,10.15024,14.53323,2005
GUIDDEO,DIAMARE,DARGALA,EXTREME-NORD,41219,825,10.63049,14.58119,2005
DOUGOUMBRA,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,801,11.51277,14.92581,2005
DZIGUILAO,MAYO-KANI,DZIGUILAO,EXTREME-NORD,44241,0,10.01614,14.79182,2005
RELLI,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.64436,13.62997,2005
MARAFIN,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,550,12.35361,14.71073,2005
ARDAF,MAYO-DANAY,GUÃ©RÃ©,EXTREME-NORD,43622,0,10.03109,15.27195,2005
NARMADA,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1251,11.05,14.06667,2005
GALAM,MAYO-DANAY,GOBO,EXTREME-NORD,43458,3175,9.9625,15.4246,2005
WALAKA,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.46092,13.5836,2005
MANGAFE,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,550,12.24186,14.78935,2005
KRIWI,MAYO-TSANAGA,MOGODÃ©,EXTREME-NORD,46586,0,10.61015,13.71318,2005
GUEYKEZA,MAYO-SAVA,KOZA,EXTREME-NORD,45214,481,10.85113,13.89467,2005
GOUSSOR,MAYO-KANI,GUIDIGUIS,EXTREME-NORD,44417,1811,10.12769,14.55978,2005
GDAMOTOU,MAYO-TSANAGA,NDOUKOULA,EXTREME-NORD,46824,731,10.31667,13.98333,2005
TAKOMARI,MAYO-SAVA,KOLOFATA,EXTREME-NORD,45198,1251,11.0843,13.99935,2005
MBOKOMGUILAWA,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.71791,13.92768,2005
DASKOUA,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2331,10.62946,13.96672,2005
MESA,MFOUNDI,YAOUNDÃ© II,CENTRE,27946,0,3.88333,11.48333,2005
TOBAGN,MBAM-ET-INOUBOU,BOKITO,CENTRE,23263,3340,4.55,11.08333,2005
EVES,VALLEE-DU-NTEM,MA'AN,SUD,94617,305,2.56667,10.91667,2005
NDJABEM,NYONG-ET-SO,ENDOM,CENTRE,21661,315,3.26667,12.11667,2005
NKONDONGO,MVILA,MVANGAN,SUD,92112,394,2.61667,11.73333,2005
MINKONGMESANG,DJA-ET-LOBO,DJOUM,SUD,91262,599,2.7,13.0,2005
MBOUT,VALLEE-DU-NTEM,EBOLOWA II,SUD,94429,1086,2.73333,11.08333,2005
SAA,OCEAN,BIPINDI,SUD,93259,1240,3.05,10.46667,2005
NGOAZIK,VALLEE-DU-NTEM,KYÃ©-OSSI,SUD,94583,0,2.28333,11.33333,2005
MANBAKA,MBERE,BÃ©LEL,ADAMAOUA,14165,0,6.85,14.13333,2005
SAHONGSSI,VINA,MARTAP,ADAMAOUA,15396,789,7.35,13.16667,2005
KOMBO ITINDI,NDIAN,KOMBO-ITINDI,SUD-OUEST,16883,0,4.6467,8.7629,2005
NJIKWET,NOUN,FOUMBAN,OUEST,88358,1532,5.70235,10.88619,2005
FOTSA,MENOUA,NKONG-ZEM,OUEST,85824,0,5.53513,10.13337,2005
MAMBAY,NGO-KETUNJIA,BANGOURAIN,NORD-OUEST,77369,1282,5.78106,10.66555,2005
BAYANGAM,KOUNG-KHI,BAYANGAM,OUEST,84353,357,5.29341,10.45406,2005
GALIM,BAMBOUTOS,GALIM,OUEST,81677,1466,5.68955,10.3672,2005
MANKEMBWOT,NOUN,MASSANGAM,OUEST,88892,1390,5.36652,10.9492,2005
TCHE,NOUN,MAGBA,OUEST,88658,3132,6.03333,11.26667,2005
BOCKLE,BENOUE,GAROUA III,NORD,61786,898,9.2941,13.43913,2005
BADANKALI,BENOUE,LAGDO,NORD,61857,173,8.6519,13.52725,2005
MBO,MAYO-REY,TOUBORO,NORD,64967,2005,7.6673,15.5699,2005
NIBANGO,BENOUE,GACHIGA,NORD,61443,0,9.5925,13.41449,2005
DJERVEK,MAYO-TSANAGA,NDOUKOULA,EXTREME-NORD,46824,731,10.27428,13.97453,2005
KOREHEL,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2331,10.49414,13.92777,2005
OURO ARDE,MAYO-TSANAGA,NDOUKOULA,EXTREME-NORD,46824,731,10.46488,14.03151,2005
GOUDOL,MAYO-TSANAGA,SOULÃ¨DÃ©-ROUA,EXTREME-NORD,46973,0,10.65005,14.02592,2005
MZHLI,LOGONE-ET-CHARI,WAZA,EXTREME-NORD,42943,801,11.54083,14.84709,2005
DONGOLO,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,580,12.47889,14.35639,2005
MASSIO,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,580,12.42227,14.3895,2005
MBORORA,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.29049,14.38548,2005
ALAVEN,DIAMARE,ZINA,EXTREME-NORD,41542,472,11.07927,14.85869,2005
NGOUMOU,MEFOU-ET-AKONO,NGOUMOU,CENTRE,26445,671,3.58333,11.3,2005
MBADOUMOU,MEFOU-ET-AFAMBA,SOA,CENTRE,25448,1428,3.95,11.68333,2005
METCHIM,MBAM-ET-KIM,YOKO,CENTRE,24769,256,5.4,12.06667,2005
TIMALOM,NYONG-ET-KELLE,MESSONDO,CENTRE,28176,1174,3.58333,10.5,2005
AKAK,MFOUNDI,DZENG,CENTRE,27185,360,3.7,11.73333,2005
MBAKA,MEFOU-ET-AFAMBA,NKOLAFAMBA,CENTRE,25159,492,3.83333,11.73333,2005
NGOUM,MFOUNDI,NKOLAFAMBA,CENTRE,27559,492,3.8,11.65,2005
NKOLFEP,LEKIE,OBALA,CENTRE,22589,3275,4.08333,11.48333,2005
MBELE,HAUTE-SANAGA,MINTA,CENTRE,21192,568,4.76667,12.81667,2005
MODE,NYONG-ET-KELLE,BOT-MAKAK,CENTRE,28362,2322,4.0,10.95,2005
SAMBA,NYONG-ET-KELLE,MAKAK,CENTRE,28737,3109,3.53333,11.01667,2005
DANG HAOUSSA,DJEREM,TABATI,ADAMAOUA,11554,0,6.31761,12.5537,2005
BAKINGILI,FAKO,IDENAU,SUD-OUEST,11446,0,4.06517,9.03414,2005
KUMBE BALUE,MEME,DIKOME-BALUE,SUD-OUEST,15216,0,4.6921,9.2097,2005
NJONGO,KUPE-MANENGUBA,MAMFE,SUD-OUEST,12357,0,5.4218,9.3856,2005
OJI,MOMO,AKWAYA,NORD-OUEST,76129,1442,6.36395,9.53453,2005
MENKWE,BAMBOUTOS,BABADJOU,OUEST,81138,1200,5.69705,10.20343,2005
TCHIFE,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,949,5.4298,10.3108,2005
MANDJHE,HAUTS-PLATEAUX,BANGOU,OUEST,83512,693,5.20059,10.40629,2005
BEWENTANG,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.3493,9.956,2005
BENANGE,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.54033,9.89276,2005
NGWENGWA,HAUTS-PLATEAUX,BAHAM,OUEST,83214,795,5.29052,10.38287,2005
FOSSONG,MENOUA,DSCHANG,OUEST,85334,2195,5.41667,9.96667,2005
BUNTO,NGO-KETUNJIA,BABESSI,NORD-OUEST,77118,6683,5.98668,10.59857,2005
MBINKAS,MEZAM,BAFUT,NORD-OUEST,75149,7868,6.23333,10.11667,2005
AUDU,DONGA-MANTUNG,AKO,NORD-OUEST,73128,3768,7.1372,10.59618,2005
MAMBIN,NGO-KETUNJIA,JAKIRI,NORD-OUEST,77675,14051,5.99516,10.61744,2005
EBANG,MOMO,ANDEK,NORD-OUEST,76241,0,5.9926,9.8183,2005
MBONJANGA,MAYO-BANYO,MAYO-DARLÃ©,ADAMAOUA,13421,0,6.4087,11.50426,2005
BIMBAL,DJEREM,TABATI,ADAMAOUA,11554,0,6.37911,12.44098,2005
FOTANG,LEBIALEM,WABANE,SUD-OUEST,13219,2282,5.67504,10.04121,2005
KENYANG,LEBIALEM,WABANE,SUD-OUEST,13219,2282,5.6655,9.9441,2005
TAKAMANDA,MANYU,AKWAYA,SUD-OUEST,14129,1442,6.0171,9.2692,2005
NGOLO METOKO,NDIAN,EKONDO-TITI,SUD-OUEST,16318,2979,4.6547,9.0511,2005
NJILOUM,MIFI,KOUOPTAMO,OUEST,86694,1007,5.59175,10.61918,2005
MEFOU,BAMBOUTOS,BATCHAM,OUEST,81593,979,5.55261,10.19332,2005
MFELENG,KOUNG-KHI,FOUMBOT,OUEST,84533,3362,5.39254,10.59283,2005
NJINTOUT,NOUN,FOUMBAN,OUEST,88358,1532,5.73727,10.88678,2005
MEKA,MENOUA,FOKOUÃ©,OUEST,85434,0,5.38488,10.08956,2005
BENABO,MENCHUM,BENAKUMA,NORD-OUEST,74136,0,6.3906,9.909,2005
MAM,SANAGA-MARITIME,DIZANGUÃ©,LITTORAL,53258,0,3.77278,9.78389,2005
NKOLMBONG,WOURI,DOUALA V,LITTORAL,54997,26842,4.1145,9.8375,2005
MBORGENE,KADEI,KÃ©TTÃ©,EST,33813,0,4.7,14.28333,2005
BIGOENS,NYONG-ET-MFOUMOU,ANGOSSAS,CENTRE,29449,0,4.0,12.93333,2005
NDJANG,KADEI,MBANG,EST,33928,1094,4.05,14.41667,2005
MBIAMBIA,LOM-ET-DJEREM,BÃ©LABO,EST,34497,0,5.01667,13.33333,2005
BOUTILA,LOM-ET-DJEREM,GAROUA-BOULAÃ¯,EST,34864,0,5.71667,14.45,2005
NDINGE,HAUT-NYONG,SOMALOMO,EST,32289,229,3.31667,13.11667,2005
SOUNDOP,HAUT-NKAM,BARÃ©,OUEST,82752,0,5.04103,9.99144,2005
BITOUTOUK,SANAGA-MARITIME,NGWEI,LITTORAL,53997,362,3.65,10.25,2005
KOKI,WOURI,BONALÃ©A,LITTORAL,54115,0,4.2713,9.72,2005
EBAH,HAUTE-SANAGA,NGUELEMENDOUKA,CENTRE,21312,808,4.48333,12.91667,2005
MINTOMIAKA,KADEI,MBANG,EST,33928,1094,4.03333,14.38333,2005
EBAE,NYONG-ET-SO,AKOÃ©MAN,CENTRE,21226,0,3.15,11.6,2005
MINLAA,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,117,3.65,12.48333,2005
NDJUINLA II,BAMBOUTOS,BATCHAM,OUEST,81593,979,5.59245,10.17507,2005
NKOUTOUNGWEN,NOUN,KOUTABA,OUEST,88592,955,5.61435,10.69483,2005
LEMBO,HAUT-NKAM,BANKA,OUEST,82563,1718,5.17715,10.15465,2005
HIALA,HAUTS-PLATEAUX,BAMENDJOU,OUEST,83376,949,5.36031,10.36047,2005
NYA MBONG,SANAGA-MARITIME,MOUANKO,LITTORAL,53712,188,3.7,9.76667,2005
DOU-LA-POKA,WOURI,TIKO,LITTORAL,54356,5563,4.0208,9.5008,2005
MBANGA,WOURI,DOUALA III,LITTORAL,54768,62984,4.0066,9.8002,2005
ADOUMA,NYONG-ET-MFOUMOU,ABONG-MBANG,CENTRE,29193,1733,3.98333,13.11667,2005
TEMBE BORDEAUX,BOUMBA-ET-NGOKO,SALAPOUMBÃ©,EST,31443,0,2.8,15.25,2005
KAMALONE,HAUTE-SANAGA,DOUMÃ©,CENTRE,21518,0,4.33333,13.35,2005
DIMAKO II,KADEI,BATOURI,EST,33158,1564,4.36667,14.16667,2005
MESSAMA I,VALLEE-DU-NTEM,EBOLOWA I,SUD,94354,1082,2.7,10.83333,2005
ENIENG,MVILA,NGOULÃ©MAKONG,SUD,92336,0,2.96667,11.63333,2005
NKONDJOM,MVILA,MENGONG,SUD,92859,628,2.86667,11.28333,2005
AKOK,OCEAN,AKOM II,SUD,93141,657,2.76667,10.3,2005
LAM,MAYO-LOUTI,FIGUIL,NORD,63523,1532,10.07163,14.13471,2005
TCHAMPE,BENOUE,BIBEMI,NORD,61256,123,9.10047,13.94175,2005
MAYO DADI,BENOUE,GAROUA III,NORD,61786,898,9.20427,13.40327,2005
NYANGBASA,NYONG-ET-MFOUMOU,BENGBIS,CENTRE,29779,287,3.45,12.36667,2005
WAFANGO,BENOUE,LAGDO,NORD,61857,173,8.9839,13.69857,2005
LAYEU,MAYO-REY,TOUBORO,NORD,64967,2005,7.5344,15.4478,2005
MAYEL YERAM,MAYO-LOUTI,DEMBO,NORD,63443,356,9.68813,13.65697,2005
BACITA,BENOUE,PITOA,NORD,61233,1535,9.53333,13.61667,2005
DOGON,FARO,POLI,NORD,62616,496,7.88333,13.01667,2005
SOUROU LOUBOL,MAYO-REY,TOUBORO,NORD,64967,2005,7.4456,15.3645,2005
VOUZI,MAYO-SAVA,MOZOGO,EXTREME-NORD,45552,0,11.00013,13.86431,2005
GALOASSE,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,10.89158,14.52793,2005
KALOUE,LOGONE-ET-CHARI,FOTOKOL,EXTREME-NORD,42347,580,12.40239,14.33253,2005
OUAFANGO,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2331,10.65,13.96667,2005
SALERI,LOGONE-ET-CHARI,LOGONE-BIRNI,EXTREME-NORD,42733,0,12.02962,14.692,2005
MBANG,NYONG-ET-MFOUMOU,AKONOLINGA,CENTRE,29367,117,3.9,12.41667,2005
NKOLDJOBE,MFOUNDI,OKALA,CENTRE,27651,0,3.93333,11.35,2005
YPONO,OCEAN,CAMPO,SUD,93393,169,2.33333,9.85,2005
BIBA,VALLEE-DU-NTEM,AMBAM,SUD,94151,1058,2.5,11.13333,2005
BINTSIRI,FARO,LAGDO,NORD,62357,173,8.4407,13.51474,2005
KOLADJE,MAYO-LOUTI,PITOA,NORD,63233,1535,9.57419,13.76644,2005
GAN MBET,MBERE,BÃ©LEL,ADAMAOUA,14165,0,7.23333,14.6,2005
BOSSOUM,MAYO-LOUTI,MAYO-OULO,NORD,63822,0,9.94563,13.69687,2005
YOLDE BOUBA,DIAMARE,PÃ©TTÃ©,EXTREME-NORD,41286,0,10.94522,14.50339,2005
MOGODJERE,MAYO-TSANAGA,MOKOLO,EXTREME-NORD,46628,2331,10.65642,13.94673,2005
KALANGAY,MAYO-SAVA,KOZA,EXTREME-NORD,45214,481,10.84981,13.88713,2005
BALIA,MAYO-KANI,MOUTOURWA,EXTREME-NORD,44982,923,10.07875,14.19998,2005
ZIAM,MAYO-DANAY,MAGA,EXTREME-NORD,43199,2805,10.9093,14.95284,2005
MANDJOUR,MAYO-DANAY,ZINA,EXTREME-NORD,43742,472,11.13504,15.09221,2005
GOULAKENI,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,1742,10.3376,13.61586,2005
DIBOUE,MAYO-TSANAGA,BOURHA,EXTREME-NORD,46197,1742,10.23333,13.7,2005
ZELE,MAYO-SAVA,KOZA,EXTREME-NORD,45214,481,10.95,13.83333,2005
HOULOUS,LOGONE-ET-CHARI,MAKARY,EXTREME-NORD,42814,0,12.39828,14.62152,2005
GOULFEY GANA,LOGONE-ET-CHARI,GOULFEY,EXTREME-NORD,42427,550,12.52652,14.84752,2005
OBOUT,MFOUNDI,MFOU,CENTRE,27492,1264,3.7,11.65,2005
NKOLDJA,NYONG-ET-MFOUMOU,MENGANG,CENTRE,29473,462,3.7,12.11667,2005
MFIDA,MFOUNDI,MFOU,CENTRE,27492,1264,3.68333,11.61667,2005
BIBA,DJA-ET-LOBO,MEYOMESSALA,SUD,91342,539,3.15,12.3,2005
DAMINGO,VALLEE-DU-NTEM,KYÃ©-OSSI,SUD,94583,0,2.2,11.23333,2005
ASSANDJIK,VALLEE-DU-NTEM,AMBAM,SUD,94151,1058,2.38333,11.35,2005
KAIGAMA,FARO-ET-DEO,GALIM-TIGNÃ¨RE,ADAMAOUA,12159,0,6.94277,12.31451,2005
BINDIBA,MBERE,DIR,ADAMAOUA,14341,3416,6.36667,13.78333,2005
MAYO-SITA,FARO-ET-DEO,MAYO-BALÃ©O,ADAMAOUA,12447,0,7.8,12.15,2005
ERAT,NDIAN,MUDEMBA,SUD-OUEST,16151,0,5.0601,8.7507,2005
MOBOKA,NDIAN,TOKO,SUD-OUEST,16252,139,5.0273,9.2142,2005
EDIENSOA,KUPE-MANENGUBA,NGUTI,SUD-OUEST,12751,1067,5.2759,9.602,2005
MASSAKA I,MEME,KUMBA I,SUD-OUEST,15567,3508,4.6911,9.2931,2005
EBONJI,MOUNGO,TOMBEL,LITTORAL,51297,2663,4.7245,9.6049,2005
BEKO,KUPE-MANENGUBA,NGUTI,SUD-OUEST,12751,1067,5.2227,9.4079,2005
LEMBET,LEBIALEM,FONGO-TONGO,SUD-OUEST,13663,0,5.5757,10.01857,2005
NJIGWASSI,NOUN,BANGOURAIN,OUEST,88169,1282,5.82252,10.80728,2005
MBI,MENOUA,BATCHAM,OUEST,85293,979,5.53293,10.19837,2005
MBAMKOUOP,MIFI,KOUOPTAMO,OUEST,86694,1007,5.65516,10.61123,2005
MECHOUEMFU,NOUN,FOUMBAN,OUEST,88358,1532,5.69733,10.81596,2005
BAFOLE,NOUN,KOUTABA,OUEST,88592,955,5.65,10.68333,2005
WATE,FARO,TOUROUA,NORD,62854,1019,8.70143,13.0418,2005
SOUMAKI,BENOUE,LAGDO,NORD,61857,173,8.81667,13.46667,2005
GOULONGO,BENOUE,NGONG,NORD,61167,0,8.79943,13.18641,2005
DALOUDJE,MAYO-LOUTI,BIBEMI,NORD,63256,123,9.3788,14.1163,2005
MIZAO BLING,MAYO-KANI,KAÃ©LÃ©,EXTREME-NORD,44588,0,10.16301,14.27007,2005
